omega,Re_G,Im_G
1.983626426069939086e+01,-3.991578285337629012e-02,-3.106043755683072019e-02
2.013756500013638728e+01,-3.880299092901717817e-02,-2.856070658692647438e-02
2.044344231379080057e+01,-3.758370415197662129e-02,-2.610347501037440024e-02
2.075396571702991366e+01,-3.625761748778022486e-02,-2.370364158988513825e-02
2.106920578111700237e+01,-3.482554288870268189e-02,-2.137758399745426363e-02
2.138923414924971311e+01,-3.328950934146041735e-02,-1.914290029795741657e-02
2.171412355284214257e+01,-3.165284590452493302e-02,-1.701809025441279252e-02
2.204394782805408681e+01,-2.992024453880303900e-02,-1.502218263200301267e-02
2.237878193257156312e+01,-2.809780007471119820e-02,-1.317431688056534995e-02
2.271870196264205433e+01,-2.619302482042111524e-02,-1.149328970382224729e-02
2.306378517036856479e+01,-2.421483592968039222e-02,-9.997078726437074944e-03
2.341410998126635690e+01,-2.217351438315863857e-02,-8.702356921297138906e-03
2.376975601208637912e+01,-2.008063465864779601e-02,-7.624012385304620130e-03
2.413080408890939665e+01,-1.794896540416378999e-02,-6.774688563226066544e-03
2.449733626551498489e+01,-1.579234158601108481e-02,-6.164359915256872359e-03
2.486943584202951030e+01,-1.362550971983078792e-02,-5.799957498284578211e-03
2.524718738385739414e+01,-1.146394827612871176e-02,-5.685057758026277469e-03
2.563067674089989012e+01,-9.323666177867588264e-03,-5.819646232442961947e-03
2.601999106706583831e+01,-7.220982765807034028e-03,-6.199965773528390636e-03
2.641521884007871179e+01,-5.172293353010807768e-03,-6.818456432866781131e-03
2.681644988158457110e+01,-3.193824903469821581e-03,-7.663791323236393907e-03
2.722377537756542409e+01,-1.301386594364991331e-03,-8.721009865112223230e-03
2.763728789906265604e+01,4.898793589170560457e-04,-9.971746596672544788e-03
2.805708142321526211e+01,2.165741527546118442e-03,-1.139455074264347258e-02
2.848325135461749724e+01,3.713112327083092565e-03,-1.296528867332534876e-02
2.891589454700122275e+01,5.120265224792016311e-03,-1.465761866216175151e-02
2.935510932524730521e+01,6.377031084602875072e-03,-1.644352496247878520e-02
2.980099550773149986e+01,7.474969189187411975e-03,-1.829389613377658055e-02
3.025365442900973534e+01,8.407509026310586164e-03,-2.017913116960360145e-02
3.071318896284794775e+01,9.170059294607605174e-03,-2.206975596316538071e-02
3.117970354560175394e+01,9.760081611322142525e-03,-2.393703231757152855e-02
3.165330419995122213e+01,1.017712698707302910e-02,-2.575354201403132551e-02
3.213409855899619316e+01,1.042283405535025451e-02,-2.749372926107801138e-02
3.262219589071754200e+01,1.050088895220693992e-02,-2.913438635770039531e-02
3.311770712281005302e+01,1.041694755232266956e-02,-3.065506928418535934e-02
3.362074486789244787e+01,1.017852174291482975e-02,-3.203843239735287840e-02
3.413142344910033188e+01,9.794832205692115962e-03,-3.327047411970181223e-02
3.464985892606794948e+01,9.276630897262928138e-03,-3.434068851620431656e-02
3.517616912130446849e+01,8.635997324879863754e-03,-3.524212077891848011e-02
3.571047364697105309e+01,7.886113042452491326e-03,-3.597132784028777425e-02
3.625289393206455202e+01,7.041019477842979518e-03,-3.652824831821861740e-02
3.680355325001402633e+01,6.115364522165153867e-03,-3.691598896209290215e-02
3.736257674669672468e+01,5.124143421544629338e-03,-3.714053713881344115e-02
3.793009146887931848e+01,4.082439767438248573e-03,-3.721041122063482864e-02
3.850622639309127493e+01,3.005172099904655694e-03,-3.713626233174228269e-02
3.909111245493676279e+01,1.906851650444491226e-03,-3.693044196386403161e-02
3.968488257885181980e+01,8.013562047562103894e-04,-3.660655075138811998e-02
4.028767170831348921e+01,-2.982752950172443303e-04,-3.617898355499318819e-02
4.089961683650779634e+01,-1.380023423373560572e-03,-3.566248555597682779e-02
4.152085703746362810e+01,-2.433040871470157785e-03,-3.507173299444663744e-02
4.215153349765939339e+01,-3.447774429451708374e-03,-3.442095073095358115e-02
4.279178954810991797e+01,-4.416054584581494309e-03,-3.372357680629464727e-02
4.344177069694057280e+01,-5.331151865513752801e-03,-3.299198209887108102e-02
4.410162466245632373e+01,-6.187799747905514333e-03,-3.223725069821195555e-02
4.477150140671293599e+01,-6.982185047663622308e-03,-3.146902410612673062e-02
4.545155316959823466e+01,-7.711907237025063255e-03,-3.069540988175330914e-02
4.614193450343096004e+01,-8.375908993420369889e-03,-2.992295286988467737e-02
4.684280230808522560e+01,-8.974380989417373236e-03,-2.915666502217148862e-02
4.755431586664827392e+01,-9.508644321113634071e-03,-2.840010768428276669e-02
4.827663688162030553e+01,-9.981014695837319914e-03,-2.765551878714239339e-02
4.900992951166367817e+01,-1.039465244642347706e-02,-2.692397598672095077e-02
4.975436040891059974e+01,-1.075340306807543757e-02,-2.620558609105587758e-02
5.051009875683736539e+01,-1.106163271488208762e-02,-2.549969067609418258e-02
5.127731630871396362e+01,-1.132406322714755130e-02,-2.480507789896520265e-02
5.205618742663764209e+01,-1.154561103084974193e-02,-2.412019097623894701e-02
5.284688912115942827e+01,-1.173123394277848439e-02,-2.344332463292115795e-02
5.364960109151250833e+01,-1.188578959727811316e-02,-2.277280202465065476e-02
5.446450576645167985e+01,-1.201390855979767545e-02,-2.210712603224557898e-02
5.529178834571310830e+01,-1.211988489817975891e-02,-2.144510042955133713e-02
5.613163684210383053e+01,-1.220758610103495588e-02,-2.078591813098761010e-02
5.698424212423061164e+01,-1.228038381579324261e-02,-2.012921544795241366e-02
5.784979795987777607e+01,-1.234110600984755432e-02,-1.947509290329054940e-02
5.872850106004396054e+01,-1.239201067441675699e-02,-1.882410474290865596e-02
5.962055112364771503e+01,-1.243478049013261102e-02,-1.817722055274818838e-02
6.052615088291228318e+01,-1.247053723212366259e-02,-1.753576353100193969e-02
6.144550614943936040e+01,-1.249987421379872635e-02,-1.690133072792445595e-02
6.237882586098337612e+01,-1.252290464232186373e-02,-1.627570112651281417e-02
6.332632212893556556e+01,-1.253932328087397144e-02,-1.566073754782342647e-02
6.428821028652967584e+01,-1.254847858283515347e-02,-1.505828832789112524e-02
6.526470893777973004e+01,-1.254945229565944051e-02,-1.447009427127225745e-02
6.625604000716124631e+01,-1.254114338662181555e-02,-1.389770572717832949e-02
6.726242879004698239e+01,-1.252235324128729739e-02,-1.334241380894333855e-02
6.828410400390880852e+01,-1.249186899037826870e-02,-1.280519875119186593e-02
6.932129784029730502e+01,-1.244854238238522759e-02,-1.228669728283621893e-02
7.037424601761088638e+01,-1.239136147927087303e-02,-1.178718979090944731e-02
7.144318783466650302e+01,-1.231951309371343700e-02,-1.130660686358194063e-02
7.252836622508398534e+01,-1.223243417311119068e-02,-1.084455385704684305e-02
7.363002781249652173e+01,-1.212985077688221239e-02,-1.040035112600423348e-02
7.474842296659949170e+01,-1.201180384153507572e-02,-9.973086880130441548e-03
7.588380586005122552e+01,-1.187866126325925857e-02,-9.561679044763359697e-03
7.703643452623742860e+01,-1.173111648939739564e-02,-9.164942226891603302e-03
7.820657091791338189e+01,-1.157017406945711618e-02,-8.781655727358922414e-03
7.939448096673667976e+01,-1.139712324682822658e-02,-8.410628736597343738e-03
8.060043464370444610e+01,-1.121350084363527053e-02,-8.050759128097181513e-03
8.182470602050830166e+01,-1.102104515221065395e-02,-7.701082810579126109e-03
8.306757333182153502e+01,-1.082164277293626992e-02,-7.360811251345815778e-03
8.432931903853216227e+01,-1.061727041528748479e-02,-7.029355532660329191e-03
8.561022989193659782e+01,-1.040993401565642844e-02,-6.706336193732473881e-03
8.691059699890831780e+01,-1.020160727111533994e-02,-6.391578869121629890e-03
8.823071588805639465e+01,-9.994171830791943531e-03,-6.085096619611057682e-03
8.957088657688899502e+01,-9.789361309599450139e-03,-5.787060573572342520e-03
9.093141363999703231e+01,-9.588710867026745827e-03,-5.497761103757325095e-03
9.231260627827340670e+01,-9.393514178459230410e-03,-5.217562293861105829e-03
9.371477838918376335e+01,-9.204789010751723843e-03,-4.946852712345973721e-03
9.513824863810461352e+01,-9.023252613490486546e-03,-4.685995741047232349e-03
9.658334053074464975e+01,-8.849307422392852299e-03,-4.435282557712597919e-03
9.805038248666699019e+01,-8.683037613850034392e-03,-4.194890767165134100e-03
9.953970791392724493e+01,-8.524216349197947726e-03,-3.964851229542641978e-03
1.010516552848457508e+02,-8.372323257269959768e-03,-3.745025106206116734e-03
1.025865682129306862e+02,-8.226571597103556066e-03,-3.535092639269766992e-03
1.041447955309695743e+02,-8.085943861440975794e-03,-3.334554299753654180e-03
1.057266913703069093e+02,-7.949234699808776367e-03,-3.142744415636194565e-03
1.073326152413260530e+02,-7.815099474638412605e-03,-2.958856522683472618e-03
1.089629321151534924e+02,-7.682106866530732762e-03,-2.781979042574165076e-03
1.106180125066042592e+02,-7.548793770227945482e-03,-2.611139383273780937e-03
1.122982325583871415e+02,-7.413720516663354840e-03,-2.445353908163760276e-03
1.140039741265889148e+02,-7.275524770743341772e-03,-2.283681034627985888e-03
1.157356248674571191e+02,-7.132972253554483409e-03,-2.125274426966387940e-03
1.174935783255009625e+02,-6.985002716135272315e-03,-1.969433240548338661e-03
1.192782340229303770e+02,-6.830769774699880191e-03,-1.815646533421290398e-03
1.210899975504536314e+02,-6.669673334152765448e-03,-1.663629193539991344e-03
1.229292806594543350e+02,-6.501383715400746791e-03,-1.513347188153939000e-03
1.247965013555677132e+02,-6.325856701676881889e-03,-1.365030488022266411e-03
1.266920839936797023e+02,-6.143339319369524147e-03,-1.219172608592279357e-03
1.286164593743676505e+02,-5.954366126194319750e-03,-1.076516447472543846e-03
1.305700648418065839e+02,-5.759746226304397580e-03,-9.380267539237234801e-04
1.325533443831624254e+02,-5.560541707602849153e-03,-8.048502528372028552e-04
1.345667487294950035e+02,-5.358038052381431521e-03,-6.782651527327037072e-04
1.366107354581937159e+02,-5.153707764334936048e-03,-5.596222072109260058e-04
1.386857690969689259e+02,-4.949168197095070616e-03,-4.502800559472708557e-04
1.407923212294233508e+02,-4.746135170431505131e-03,-3.515378094856939353e-04
1.429308706022265483e+02,-4.546373749379979332e-03,-2.645680245429303155e-04
1.451019032339175681e+02,-4.351647745439060459e-03,-1.903532770575285427e-04
1.473059125253603270e+02,-4.163669487274456946e-03,-1.296292839306915684e-04
1.495433993718764611e+02,-3.984051473184046371e-03,-8.283737447369408501e-05
1.518148722770816619e+02,-3.814261266638281980e-03,-5.008862165227652950e-05
1.541208474684509611e+02,-3.655580907153789874e-03,-3.114136842390271946e-05
1.564618490146394834e+02,-3.509072165438830836e-03,-2.539334395851547042e-05
1.588384089445852680e+02,-3.375548409382210773e-03,-3.188892133168565044e-05
1.612510673684205926e+02,-3.255553990347425600e-03,-4.934124812580360927e-05
1.637003726002212147e+02,-3.149351413465109693e-03,-7.616841892416629156e-05
1.661868812826186570e+02,-3.056916835885622671e-03,-1.105422157915352075e-04
1.687111585133060601e+02,-2.977943669429349450e-03,-1.504473407188883563e-04
