omega,Re_G_data,Im_G_data
1.9195000000e+01,-4.5532454270e-02,-3.6288149362e-02
1.9195000000e+01,-4.2019736399e-02,-3.5084452881e-02
1.9195000000e+01,-4.3283558421e-02,-4.0411238863e-02
1.9195000000e+01,-4.1003773882e-02,-3.4902577791e-02
1.9195000000e+01,-3.8878895006e-02,-3.5172812044e-02
1.9195000000e+01,-4.0956455130e-02,-3.5416918262e-02
1.9195000000e+01,-4.0627320425e-02,-3.4316753869e-02
1.9195000000e+01,-3.9001099646e-02,-3.5113525420e-02
2.0710000000e+01,-3.8802713377e-02,-2.7519983205e-02
2.0710000000e+01,-3.8899713620e-02,-2.4998997585e-02
2.0710000000e+01,-3.7155666605e-02,-2.2657444695e-02
2.0710000000e+01,-3.5948666703e-02,-2.2372713878e-02
2.0710000000e+01,-3.6393895334e-02,-2.2969146228e-02
2.0710000000e+01,-3.5267890072e-02,-2.2159987226e-02
2.0710000000e+01,-3.5184851418e-02,-2.1936421761e-02
2.0710000000e+01,-3.4256791904e-02,-2.2862117868e-02
2.0710000000e+01,-3.3979675915e-02,-2.2864285702e-02
2.0710000000e+01,-3.5470788434e-02,-2.3036714021e-02
2.2345000000e+01,-3.1030203234e-02,-1.5711284105e-02
2.2345000000e+01,-2.9943864911e-02,-1.3278572596e-02
2.2345000000e+01,-2.7838753005e-02,-1.1403985582e-02
2.2345000000e+01,-2.7204750277e-02,-1.1392874895e-02
2.2345000000e+01,-2.6807079134e-02,-1.1213735877e-02
2.2345000000e+01,-2.6615066639e-02,-1.1453770245e-02
2.2345000000e+01,-2.5961040871e-02,-1.1683677413e-02
2.2345000000e+01,-2.6176467424e-02,-1.0959171374e-02
2.2345000000e+01,-2.5768285185e-02,-1.1578340928e-02
2.2345000000e+01,-2.6317132594e-02,-1.0977875798e-02
2.4109000000e+01,-2.7584623114e-02,-1.6703953773e-02
2.4109000000e+01,-1.9768963656e-02,-6.1953341289e-03
2.4109000000e+01,-1.7405950207e-02,-4.7216652120e-03
2.4109000000e+01,-1.4893726128e-02,-3.5973053831e-03
2.4109000000e+01,-1.4222784252e-02,-3.4277263786e-03
2.4109000000e+01,-1.4110807582e-02,-3.6210127551e-03
2.4109000000e+01,-1.3539181287e-02,-3.4425964141e-03
2.4109000000e+01,-1.3438372711e-02,-3.4412966846e-03
2.4109000000e+01,-1.3186686363e-02,-3.1166974146e-03
2.4109000000e+01,-1.3990313612e-02,-3.5349717180e-03
2.6012000000e+01,1.5230394802e-03,-1.8258718552e-03
2.6012000000e+01,-2.3738513883e-03,-1.8652588524e-03
2.6012000000e+01,1.9045242799e-03,-2.0470474511e-03
2.6012000000e+01,1.4958215366e-03,-1.7272191351e-03
2.6012000000e+01,-5.2650921040e-03,-1.7663995545e-03
2.6012000000e+01,8.1108149278e-04,-2.0230677132e-03
2.6012000000e+01,1.1818350081e-03,-1.7998711770e-03
2.6012000000e+01,3.6227606549e-04,-1.9337576923e-03
2.6012000000e+01,8.8556994307e-04,-1.6311044957e-03
2.6012000000e+01,1.0595453012e-03,-2.0208847059e-03
2.8066000000e+01,1.4270977991e-02,-8.4086433612e-03
2.8066000000e+01,1.4125267827e-02,-8.4542446634e-03
2.8066000000e+01,1.4151549643e-02,-8.3689977720e-03
2.8066000000e+01,1.4125567262e-02,-8.1557998086e-03
2.8066000000e+01,1.4730356363e-02,-8.6177118434e-03
2.8066000000e+01,1.3568652099e-02,-7.8902532411e-03
2.8066000000e+01,1.3230984566e-02,-8.3134182753e-03
2.8066000000e+01,1.1373028046e-02,-7.0312071551e-03
2.8066000000e+01,9.0066153269e-03,-4.9099332330e-03
2.8066000000e+01,1.3957596525e-02,-8.2922086474e-03
3.0282000000e+01,2.0002862292e-02,-2.0277248066e-02
3.0282000000e+01,1.9749537619e-02,-1.9883570827e-02
3.0282000000e+01,1.9810680500e-02,-1.9590106154e-02
3.0282000000e+01,1.9744928351e-02,-1.9559873554e-02
3.0282000000e+01,1.9160143519e-02,-1.9730785826e-02
3.0282000000e+01,1.9157201438e-02,-1.9603819349e-02
3.0282000000e+01,1.9170886154e-02,-1.9055131174e-02
3.0282000000e+01,1.8550961289e-02,-1.8065466262e-02
3.0282000000e+01,1.7253638694e-02,-1.6237924770e-02
3.0282000000e+01,1.8779819121e-02,-1.9823991596e-02
3.2672000000e+01,1.7263394879e-02,-3.0249536166e-02
3.2672000000e+01,1.7289628903e-02,-3.0564721304e-02
3.2672000000e+01,1.7685973065e-02,-3.0185370326e-02
3.2672000000e+01,1.7557610715e-02,-3.0152644494e-02
3.2672000000e+01,1.6579085105e-02,-2.9814408146e-02
3.2672000000e+01,1.7501151189e-02,-2.9012060097e-02
3.2672000000e+01,1.6477050288e-02,-2.9540437350e-02
3.2672000000e+01,1.6165828965e-02,-2.9423547676e-02
3.2672000000e+01,1.6465961534e-02,-2.9217624044e-02
3.2672000000e+01,1.8700202296e-02,-2.6138434442e-02
3.5252000000e+01,1.1163352439e-02,-3.5961135665e-02
3.5252000000e+01,1.0686317556e-02,-3.5981645906e-02
3.5252000000e+01,1.0656762286e-02,-3.5855853826e-02
3.5252000000e+01,1.1500129635e-02,-3.5558591119e-02
3.5252000000e+01,1.1062174901e-02,-3.5497254083e-02
3.5252000000e+01,1.3495269374e-02,-3.3827416462e-02
3.5252000000e+01,1.0685695982e-02,-3.4704138736e-02
3.5252000000e+01,1.0218497677e-02,-3.4431691234e-02
3.5252000000e+01,9.9676817216e-03,-3.4340644797e-02
3.5252000000e+01,1.0129891911e-02,-3.5428242884e-02
3.8035000000e+01,3.5644634935e-03,-3.7055959426e-02
3.8035000000e+01,4.1737305074e-03,-3.7312290182e-02
3.8035000000e+01,3.8449177365e-03,-3.7344589589e-02
3.8035000000e+01,6.4346316940e-03,-3.6736727276e-02
3.8035000000e+01,3.4687579440e-03,-3.6952549889e-02
3.8035000000e+01,3.6260538187e-03,-3.5218826765e-02
3.8035000000e+01,3.1217052262e-03,-3.6682409701e-02
3.8035000000e+01,3.7203238752e-03,-3.5922867581e-02
3.8035000000e+01,3.3024725655e-03,-3.5332999363e-02
3.8035000000e+01,3.8064069523e-03,-3.6861994386e-02
4.1037000000e+01,-2.7347772352e-03,-3.5398517052e-02
4.1037000000e+01,-3.3032360104e-03,-3.7099233791e-02
4.1037000000e+01,-3.2461215822e-03,-3.6457771444e-02
4.1037000000e+01,-7.5814222720e-05,-3.6038920256e-02
4.1037000000e+01,-2.4752249112e-03,-3.5250203271e-02
4.1037000000e+01,-2.4489541612e-03,-3.5228982664e-02
4.1037000000e+01,-2.0643043839e-03,-3.5184494773e-02
4.1037000000e+01,-2.1738664029e-03,-3.4403387753e-02
4.1037000000e+01,-2.0225254832e-03,-3.3892707175e-02
4.1037000000e+01,-2.1625964884e-03,-3.3532336340e-02
4.4277000000e+01,-5.3486464563e-03,-3.3808525879e-02
4.4277000000e+01,-6.9030519515e-03,-3.2951703488e-02
4.4277000000e+01,-7.2607356958e-03,-3.2621743012e-02
4.4277000000e+01,-7.2264196639e-03,-3.2482881458e-02
4.4277000000e+01,-6.9333115497e-03,-3.2087486267e-02
4.4277000000e+01,-7.2807426988e-03,-3.1986853718e-02
4.4277000000e+01,-7.0270396322e-03,-3.1736347285e-02
4.4277000000e+01,-6.4016977739e-03,-3.1322502544e-02
4.4277000000e+01,-6.2301686549e-03,-3.0576739910e-02
4.4277000000e+01,-6.5381497825e-03,-3.2154003505e-02
4.7773000000e+01,-9.9123635797e-03,-2.8436917436e-02
4.7773000000e+01,-8.8511065676e-03,-3.0021414249e-02
4.7773000000e+01,-1.0064870579e-02,-2.9146107892e-02
4.7773000000e+01,-9.9599770964e-03,-2.8730564217e-02
4.7773000000e+01,-9.6838664707e-03,-2.8503921593e-02
4.7773000000e+01,-9.0904157627e-03,-2.7239181288e-02
4.7773000000e+01,-1.0067734429e-02,-2.8209272012e-02
4.7773000000e+01,-9.4521562111e-03,-2.7867634847e-02
4.7773000000e+01,-8.9983165092e-03,-2.7456069438e-02
4.7773000000e+01,-9.9116098640e-03,-2.8334436891e-02
5.1544000000e+01,-1.1980949181e-02,-2.4878396767e-02
5.1544000000e+01,-3.9962195337e-01,-4.0581953733e-01
5.1544000000e+01,-1.2155805475e-02,-2.5726766397e-02
5.1544000000e+01,-1.2096372536e-02,-2.5150233309e-02
5.1544000000e+01,-1.1773511435e-02,-2.4617460724e-02
5.1544000000e+01,-1.1561111620e-02,-2.4659398271e-02
5.1544000000e+01,-1.1995894581e-02,-2.4401823584e-02
5.1544000000e+01,-1.1759619939e-02,-2.4468862722e-02
5.1544000000e+01,-1.0709321987e-02,-2.3801689490e-02
5.1544000000e+01,-1.0894106767e-02,-2.3672556236e-02
5.5613000000e+01,-1.3516441570e-02,-2.1587651732e-02
5.5613000000e+01,-1.3056120993e-02,-2.1314026593e-02
5.5613000000e+01,-1.2986493536e-02,-2.1129140698e-02
5.5613000000e+01,-1.2904352483e-02,-2.0734313854e-02
5.5613000000e+01,-1.2427592269e-02,-2.2264387582e-02
5.5613000000e+01,-1.2684260771e-02,-2.0720920677e-02
5.5613000000e+01,-1.2360402796e-02,-2.0545485434e-02
5.5613000000e+01,-1.1796466847e-02,-2.0446011712e-02
5.5613000000e+01,-1.1755387554e-02,-2.0132233668e-02
5.5613000000e+01,-1.2541017711e-02,-2.0902446047e-02
6.0004000000e+01,-1.3023741141e-02,-1.8749544199e-02
6.0004000000e+01,-1.3536456432e-02,-1.7921245165e-02
6.0004000000e+01,-1.2938573770e-02,-1.8088972021e-02
6.0004000000e+01,-1.3150134969e-02,-1.7884897297e-02
6.0004000000e+01,-1.3243641054e-02,-1.7584714033e-02
6.0004000000e+01,-1.3105138288e-02,-1.7466145724e-02
6.0004000000e+01,-1.3184591269e-02,-1.7314581198e-02
6.0004000000e+01,-1.2683086511e-02,-1.7195580989e-02
6.0004000000e+01,-1.2126730222e-02,-1.7229195429e-02
6.0004000000e+01,-1.3044223372e-02,-1.7486740481e-02
6.4741000000e+01,-1.2962828830e-02,-1.4514016285e-02
6.4741000000e+01,-1.3360620925e-02,-1.4854435347e-02
6.4741000000e+01,-1.3084899763e-02,-1.4536188021e-02
6.4741000000e+01,-1.3080221699e-02,-1.4313626385e-02
6.4741000000e+01,-1.3039568526e-02,-1.5588264229e-02
6.4741000000e+01,-1.2886770987e-02,-1.4449202557e-02
6.4741000000e+01,-1.2656116346e-02,-1.4386335184e-02
6.4741000000e+01,-1.2159707638e-02,-1.4398375817e-02
6.4741000000e+01,-1.2150185764e-02,-1.4170128507e-02
6.4741000000e+01,-1.2810290356e-02,-1.4541048861e-02
6.9852000000e+01,-1.2821334007e-02,-1.2016179853e-02
6.9852000000e+01,-1.2600456061e-02,-1.1823381414e-02
6.9852000000e+01,-1.2485586001e-02,-1.1816963367e-02
6.9852000000e+01,-1.2609942185e-02,-1.1665035023e-02
6.9852000000e+01,-1.2973596089e-02,-1.2963078512e-02
6.9852000000e+01,-1.2451210160e-02,-1.1751425724e-02
6.9852000000e+01,-1.1855307970e-02,-1.1883663953e-02
6.9852000000e+01,-1.2119384274e-02,-1.1611338459e-02
6.9852000000e+01,-1.1750252530e-02,-1.1644844975e-02
6.9852000000e+01,-1.2357456587e-02,-1.1877409932e-02
7.5367000000e+01,-1.2487846063e-02,-1.0166627254e-02
7.5367000000e+01,-1.2128733563e-02,-1.0349152533e-02
7.5367000000e+01,-1.2101370608e-02,-9.6741861888e-03
7.5367000000e+01,-1.2011125588e-02,-9.5274562767e-03
7.5367000000e+01,-1.1704946481e-02,-9.5838724885e-03
7.5367000000e+01,-1.1873579249e-02,-9.3450637143e-03
7.5367000000e+01,-1.1556818210e-02,-9.4490812704e-03
7.5367000000e+01,-1.1249268335e-02,-9.5696041150e-03
7.5367000000e+01,-1.1146809361e-02,-9.4306861934e-03
7.5367000000e+01,-1.1708769902e-02,-9.4412069341e-03
8.1317000000e+01,-1.0992888755e-02,-7.7289223578e-03
8.1317000000e+01,-1.1526905256e-02,-8.4290482982e-03
8.1317000000e+01,-1.1502308161e-02,-7.8859256248e-03
8.1317000000e+01,-1.1301774356e-02,-7.6706047614e-03
8.1317000000e+01,-1.1042205594e-02,-7.6372227686e-03
8.1317000000e+01,-1.1063939295e-02,-7.4062030276e-03
8.1317000000e+01,-1.0876413287e-02,-7.4760175227e-03
8.1317000000e+01,-1.0800400188e-02,-7.4875576644e-03
8.1317000000e+01,-1.0523258207e-02,-7.6516114446e-03
8.1317000000e+01,-1.0504099987e-02,-7.6184289370e-03
8.7736000000e+01,-1.0706498094e-02,-6.3422420771e-03
8.7736000000e+01,-1.0461376862e-02,-6.4976010303e-03
8.7736000000e+01,-1.0187012771e-02,-5.9194843368e-03
8.7736000000e+01,-1.0190864857e-02,-5.7619547436e-03
8.7736000000e+01,-1.5518139602e-02,-1.2135787707e-02
8.7736000000e+01,-1.0095385154e-02,-5.8959884315e-03
8.7736000000e+01,-1.0017709103e-02,-5.8802177110e-03
8.7736000000e+01,-9.9938397022e-03,-5.9187323818e-03
8.7736000000e+01,-9.7437406883e-03,-6.0249027709e-03
8.7736000000e+01,-1.0057306102e-02,-5.9685525025e-03
9.4663000000e+01,-2.3030896099e-02,-1.7661040566e-02
9.4663000000e+01,-9.5300385328e-03,-4.9977481493e-03
9.4663000000e+01,-9.4419937612e-03,-4.5818968576e-03
9.4663000000e+01,-9.3863227247e-03,-4.6702464290e-03
9.4663000000e+01,-9.2440713906e-03,-4.5018516331e-03
9.4663000000e+01,-9.2289193398e-03,-4.3740618217e-03
9.4663000000e+01,-8.9719929240e-03,-4.7096742958e-03
9.4663000000e+01,-9.0707729217e-03,-4.4714480432e-03
9.4663000000e+01,-8.9816431157e-03,-4.4644133928e-03
9.4663000000e+01,-8.9611258147e-03,-4.8027193477e-03
1.0214000000e+02,-8.6222693676e-03,-3.5199861594e-03
1.0214000000e+02,-8.8405893242e-03,-3.8644111182e-03
1.0214000000e+02,-8.6123516112e-03,-3.7810677547e-03
1.0214000000e+02,-8.3059518473e-03,-3.3492562683e-03
1.0214000000e+02,-9.2402632858e-03,-4.1441118963e-03
1.0214000000e+02,-8.2555180648e-03,-3.3692991914e-03
1.0214000000e+02,-8.2387182560e-03,-3.3691723760e-03
1.0214000000e+02,-8.1354220633e-03,-3.5107179054e-03
1.0214000000e+02,-7.9384677304e-03,-3.4436318522e-03
1.0214000000e+02,-8.2677353791e-03,-3.4419940530e-03
1.1020000000e+02,-7.5789105748e-03,-2.6510690559e-03
1.1020000000e+02,-7.6202220543e-03,-2.4392246828e-03
1.1020000000e+02,-7.5129861421e-03,-2.3141039126e-03
1.1020000000e+02,-7.3875511050e-03,-2.4349847886e-03
1.1020000000e+02,-7.7261581333e-03,-2.7312247415e-03
1.1020000000e+02,-7.3011713532e-03,-2.3903353574e-03
1.1020000000e+02,-7.2242498676e-03,-2.5261995349e-03
1.1020000000e+02,-7.2528422092e-03,-2.3688929689e-03
1.1020000000e+02,-7.1001551018e-03,-2.4836025306e-03
1.1020000000e+02,-7.3929433847e-03,-2.3836005120e-03
1.1890000000e+02,-6.8694937156e-03,-1.9040925245e-03
1.1890000000e+02,-6.7917611382e-03,-1.6174410444e-03
1.1890000000e+02,-6.5943017951e-03,-1.7337134696e-03
1.1890000000e+02,-6.6160130049e-03,-1.4780286631e-03
1.1890000000e+02,-6.5593078847e-03,-1.6162488435e-03
1.1890000000e+02,-6.5305021213e-03,-1.6730260019e-03
1.1890000000e+02,-6.4844756094e-03,-1.6184596476e-03
1.1890000000e+02,-6.4266503616e-03,-1.7171486655e-03
1.1890000000e+02,-6.3580640947e-03,-1.7076816238e-03
1.1890000000e+02,-6.5292655111e-03,-1.6310260255e-03
1.2829000000e+02,-5.7754677048e-03,-9.5749740485e-04
1.2829000000e+02,-5.9957436215e-03,-9.7062086562e-04
1.2829000000e+02,-5.8357277563e-03,-8.0508543268e-04
1.2829000000e+02,-5.7328401789e-03,-9.9997992131e-04
1.2829000000e+02,-6.0639288914e-03,-1.1869319273e-03
1.2829000000e+02,-5.7110715114e-03,-9.7618615088e-04
1.2829000000e+02,-5.5503913058e-03,-1.0346363381e-03
1.2829000000e+02,-5.7380485730e-03,-9.6603934367e-04
1.2829000000e+02,-5.6670117864e-03,-1.0540299109e-03
1.2829000000e+02,-5.6569565359e-03,-9.4715217411e-04
1.3841000000e+02,-5.2760139646e-03,-5.6986097930e-04
1.3841000000e+02,-5.1944830183e-03,-3.0105881996e-04
1.3841000000e+02,-5.0954814046e-03,-1.9470463587e-04
1.3841000000e+02,-4.9774168063e-03,-3.5695654690e-04
1.3841000000e+02,-4.9970499118e-03,-3.9957624910e-04
1.3841000000e+02,-4.9265239620e-03,-3.3498964480e-04
1.3841000000e+02,-4.8910901151e-03,-4.3050840392e-04
1.3841000000e+02,-4.8825058544e-03,-3.7518820813e-04
1.3841000000e+02,-4.8449723898e-03,-4.8412534710e-04
1.3841000000e+02,-4.9440750584e-03,-4.0579096499e-04
1.4934000000e+02,-4.4808463681e-03,2.1923404003e-05
1.4934000000e+02,-4.3103866907e-03,3.8895370722e-04
1.4934000000e+02,-4.2620929652e-03,1.7780099999e-04
1.4934000000e+02,-4.1582765722e-03,5.6138395865e-04
1.4934000000e+02,-4.1684747104e-03,2.0062771160e-04
1.4934000000e+02,-4.1114841974e-03,2.2797924067e-04
1.4934000000e+02,-4.0116717271e-03,1.8423562079e-04
1.4934000000e+02,-3.9411886702e-03,1.6875694394e-04
1.4934000000e+02,-3.9029690951e-03,2.5206239867e-04
1.4934000000e+02,-4.0352774749e-03,-3.1446156030e-05
1.6113000000e+02,-3.2093604705e-03,5.2053535952e-04
1.6113000000e+02,-2.8846473612e-03,4.0972498308e-04
1.6113000000e+02,-2.7823486655e-03,-2.3789105373e-04
1.6113000000e+02,-2.7051923967e-03,-5.7338789777e-05
1.6113000000e+02,-2.6484579026e-03,8.7411372632e-05
1.6113000000e+02,-2.6463013451e-03,7.9658276447e-05
1.6113000000e+02,-2.3495112000e-03,2.1248513112e-04
1.6113000000e+02,-1.8943393734e-03,2.7293139847e-04
1.6113000000e+02,-1.7042859597e-03,3.6627258648e-04
1.6113000000e+02,-2.5557234209e-03,5.1805123854e-04
1.7385000000e+02,-3.1778244764e-03,-9.4620192712e-04
1.7385000000e+02,-3.2950569547e-03,-8.1436681242e-04
1.7385000000e+02,-3.2848530473e-03,-9.2608145856e-04
1.7385000000e+02,-3.1409407397e-03,-9.3761382213e-04
1.7385000000e+02,-3.2143107832e-03,-9.0099135884e-04
1.7385000000e+02,-3.1522604721e-03,-8.2842646405e-04
1.7385000000e+02,-2.8155304999e-03,-1.0264493383e-03
1.7385000000e+02,-2.7521837434e-03,-8.3236694587e-04
1.7385000000e+02,-2.6225904000e-03,-8.4382734835e-04
1.7385000000e+02,-3.1229880692e-03,-9.6979355016e-04
1.8758000000e+02,-3.0208727816e-03,-1.6174881015e-04
1.8758000000e+02,-3.0089602865e-03,-1.4391578782e-04
1.8758000000e+02,-3.0011621606e-03,-1.2099027021e-04
1.8758000000e+02,-2.9900440025e-03,-1.3522009211e-04
1.8758000000e+02,-3.2390297450e-03,-4.5906891775e-04
1.8758000000e+02,-2.9593049853e-03,-1.6676331765e-04
1.8758000000e+02,-2.9135805437e-03,-2.5821195875e-04
1.8758000000e+02,-2.9122305301e-03,-1.3374389434e-04
1.8758000000e+02,-2.8722020579e-03,-2.9193207903e-04
1.8758000000e+02,-2.9786902520e-03,-1.6397140818e-04
2.0239000000e+02,-3.6967850228e-03,-1.0674012063e-03
2.0239000000e+02,-2.7278767274e-03,7.8291508128e-05
2.0239000000e+02,-2.6521447908e-03,9.9216977818e-05
2.0239000000e+02,-2.6236906710e-03,1.3574646528e-04
2.0239000000e+02,-2.5993936625e-03,1.5978447077e-04
2.0239000000e+02,-2.5962218042e-03,1.5255436173e-04
2.0239000000e+02,-2.5450903928e-03,1.4112367878e-04
2.0239000000e+02,-2.5262169659e-03,1.3830343865e-04
2.0239000000e+02,-2.5225578534e-03,1.7178019725e-04
2.0239000000e+02,-2.5565868689e-03,1.6177290225e-04
2.1836000000e+02,-2.2242553213e-03,3.1819471350e-04
2.1836000000e+02,-5.5233600400e-03,-2.9141926614e-03
2.1836000000e+02,-4.7776903482e-03,-2.1364091126e-03
2.1836000000e+02,-2.8942578440e-03,-2.0058158564e-04
2.1836000000e+02,-2.2192070870e-03,3.0005377044e-04
2.1836000000e+02,-2.2114783084e-03,3.3760939207e-04
2.1836000000e+02,-2.2072316081e-03,3.3560600123e-04
2.1836000000e+02,-2.2068848618e-03,2.8334467822e-04
2.1836000000e+02,-2.2024015722e-03,3.0339010358e-04
2.1836000000e+02,-2.1515514558e-03,3.3903678746e-04
2.3560000000e+02,-3.0009184826e-03,-6.1704614978e-04
2.3560000000e+02,-2.0147671167e-03,3.9436336734e-04
2.3560000000e+02,-1.9722143493e-03,2.9866143124e-04
2.3560000000e+02,-1.8956217401e-03,4.1910879090e-04
2.3560000000e+02,-5.7500930553e-01,-5.7270754505e-01
2.3560000000e+02,-1.8656869532e-03,4.4490020522e-04
2.3560000000e+02,-1.8671025566e-03,4.2064385544e-04
2.3560000000e+02,-1.8341072303e-03,4.3678808099e-04
2.3560000000e+02,-1.8327438218e-03,4.4033861254e-04
2.3560000000e+02,-1.8760955465e-03,4.2030496137e-04
2.5420000000e+02,-1.7368853512e-03,3.2754469448e-04
2.5420000000e+02,-1.6833314100e-03,4.8713563198e-04
2.5420000000e+02,-1.6827631127e-03,3.4267710264e-04
2.5420000000e+02,-1.6523564853e-03,4.2524873350e-04
2.5420000000e+02,-1.5959371616e-03,5.0523319005e-04
2.5420000000e+02,-1.5962179611e-03,4.4949650799e-04
2.5420000000e+02,-1.5745896194e-03,5.0142175892e-04
2.5420000000e+02,-1.5593173394e-03,4.9466983447e-04
2.5420000000e+02,-1.5540828160e-03,5.0346356478e-04
2.5420000000e+02,-1.5727680221e-03,5.0743226990e-04
2.7427000000e+02,-1.3579329376e-03,5.1468726132e-04
2.7427000000e+02,-1.4796969265e-03,3.4286180281e-04
2.7427000000e+02,-1.4194884642e-03,5.2539267209e-04
2.7427000000e+02,-1.3612233414e-03,4.8456890625e-04
2.7427000000e+02,-1.7250381337e-03,2.0939132591e-04
2.7427000000e+02,-1.3147777594e-03,5.4012721042e-04
2.7427000000e+02,-1.2986860115e-03,5.3245432072e-04
2.7427000000e+02,-1.2914594929e-03,5.3659540454e-04
2.7427000000e+02,-1.2722332761e-03,5.6782808241e-04
2.7427000000e+02,-1.3410135911e-03,5.2877670001e-04
2.9592000000e+02,-1.1626739695e-03,5.6982127084e-04
2.9592000000e+02,-1.1557178609e-03,5.0216355492e-04
2.9592000000e+02,-1.1279204153e-03,5.3085506200e-04
2.9592000000e+02,-1.0976908684e-03,5.7999742011e-04
2.9592000000e+02,-8.5694158462e-03,-6.6369445571e-03
2.9592000000e+02,-1.0844570609e-03,5.5208558500e-04
2.9592000000e+02,-1.0858292752e-03,5.4270433497e-04
2.9592000000e+02,-1.0593074719e-03,5.7457261510e-04
2.9592000000e+02,-1.0691381964e-03,5.3449565658e-04
2.9592000000e+02,-1.1184617887e-03,5.0915462991e-04
3.1929000000e+02,-9.5200968102e-04,5.6471690009e-04
3.1929000000e+02,-8.9775497792e-04,5.6246276288e-04
3.1929000000e+02,-9.0522196158e-04,5.3696317404e-04
3.1929000000e+02,-8.8526864273e-04,5.5451653736e-04
3.1929000000e+02,-9.0073907205e-04,5.2545310361e-04
3.1929000000e+02,-8.7479501332e-04,5.6206558752e-04
3.1929000000e+02,-8.8245982969e-04,5.2417707790e-04
3.1929000000e+02,-8.4072738518e-04,5.8073462426e-04
3.1929000000e+02,-8.4810640056e-04,5.6270096262e-04
3.1929000000e+02,-8.7588665956e-04,5.4839595149e-04
3.4449000000e+02,-7.4034632369e-04,5.1897820561e-04
3.4449000000e+02,-9.6493382646e-04,2.8626030210e-04
3.4449000000e+02,-8.3414764563e-04,5.0363981703e-04
3.4449000000e+02,-7.0512427766e-04,5.5450925569e-04
3.4449000000e+02,-4.7947313578e-03,-3.4490741028e-03
3.4449000000e+02,-7.0708239512e-04,5.4031351882e-04
3.4449000000e+02,-6.8219418773e-04,5.3416230102e-04
3.4449000000e+02,-7.1990739741e-04,5.2786989794e-04
3.4449000000e+02,-6.9693813368e-04,5.3599203532e-04
3.4449000000e+02,-6.8093148510e-04,5.3924104137e-04
3.7169000000e+02,-6.0006233351e-04,5.2830810708e-04
3.7169000000e+02,-6.8241722701e-04,4.0120936266e-04
3.7169000000e+02,-5.9350160489e-04,4.8150720928e-04
3.7169000000e+02,-6.1396942722e-04,4.4670757866e-04
3.7169000000e+02,-5.7739154896e-04,4.9768443575e-04
3.7169000000e+02,-5.5947673581e-04,4.9646230692e-04
3.7169000000e+02,-5.2154500881e-04,5.1810841171e-04
3.7169000000e+02,-5.4597833515e-04,4.9145714528e-04
3.7169000000e+02,-5.1650543003e-04,5.1136039459e-04
3.7169000000e+02,-5.7640450015e-04,4.9004171843e-04
4.0103000000e+02,-4.1297250247e-03,-3.1845872920e-03
4.0103000000e+02,-9.5895596481e-04,-2.4931425161e-05
4.0103000000e+02,-8.4195710211e-04,5.6489474323e-05
4.0103000000e+02,-6.1620882814e-04,3.5922245617e-04
4.0103000000e+02,-4.1747469413e-04,4.8129981992e-04
4.0103000000e+02,-5.1267885662e-04,3.7418868779e-04
4.0103000000e+02,-4.1582493128e-04,4.7153021390e-04
4.0103000000e+02,-3.8465236771e-04,4.7702635159e-04
4.0103000000e+02,-3.6276106083e-04,4.8499106718e-04
4.0103000000e+02,-4.0534011443e-04,4.8113549654e-04
4.3269000000e+02,-3.2026511349e-04,4.5213252701e-04
4.3269000000e+02,-2.5704327053e-04,4.4737398078e-04
4.3269000000e+02,-2.5907727897e-04,4.4257606400e-04
4.3269000000e+02,-2.6968568007e-04,4.3535793132e-04
4.3269000000e+02,-2.4710587766e-04,4.4342632096e-04
4.3269000000e+02,-2.5991831057e-04,4.2469612457e-04
4.3269000000e+02,-2.4377399250e-04,4.2320093653e-04
4.3269000000e+02,-3.0942686340e-04,3.7636164670e-04
4.3269000000e+02,-2.0161899468e-04,4.3661633889e-04
4.3269000000e+02,-2.4280873238e-04,4.3777194917e-04
4.6685000000e+02,-4.3390628778e-04,1.1621520308e-04
4.6685000000e+02,-1.7546145934e-03,-1.0745389144e-03
4.6685000000e+02,-4.4510306226e-04,1.3272394233e-04
4.6685000000e+02,-2.7332696916e-02,-2.6775069062e-02
4.6685000000e+02,-3.3791856866e-04,2.6601248948e-04
4.6685000000e+02,-3.2136932335e-04,2.2575753722e-04
4.6685000000e+02,-3.0767794506e-04,2.9295615324e-04
4.6685000000e+02,-2.8419116242e-04,2.1322843925e-04
4.6685000000e+02,-2.3820354913e-04,2.4462285826e-04
4.6685000000e+02,-3.1547707934e-04,2.8661162801e-04
5.0371000000e+02,-8.0177541790e-04,-2.0805472394e-04
5.0371000000e+02,-3.1567281141e-04,2.5752143257e-04
5.0371000000e+02,-2.0367299462e-04,3.3908275356e-04
5.0371000000e+02,-2.1400475887e-04,3.2670946846e-04
5.0371000000e+02,-2.0204502146e-04,3.3341959886e-04
5.0371000000e+02,-2.6445973162e-04,2.7986524052e-04
5.0371000000e+02,-2.3317505736e-04,3.0106150970e-04
5.0371000000e+02,-2.0028947352e-04,3.1811943229e-04
5.0371000000e+02,-1.9181638395e-04,3.1632590543e-04
5.0371000000e+02,-2.1348317459e-04,3.2091888035e-04
5.4348000000e+02,-1.3578191925e-04,2.9755344949e-04
5.4348000000e+02,-2.6681023755e-04,2.1046787413e-04
5.4348000000e+02,-1.2567984010e-04,3.0583328840e-04
5.4348000000e+02,-1.3981119578e-04,2.9682055106e-04
5.4348000000e+02,-1.3558667030e-04,2.9594938036e-04
