time,g_time_Re,g_time_Im
-1.1260938746344185,-4.201941490985655e-05,-0.00014635893737737803
-1.1233639500898502,-4.244733375385124e-05,-0.00014635893737737743
-1.1206340255452818,-4.3007868911230345e-05,-0.00014635893737737792
-1.1179041010007136,-4.343507448823391e-05,-0.000146358937377377
-1.1151741764561454,-4.399997340273072e-05,-0.0001463589373773775
-1.112444251911577,-4.442635045467708e-05,-0.0001463589373773779
-1.1097143273670087,-4.4995808418124806e-05,-0.0001463589373773769
-1.1069844028224405,-4.5421245379795324e-05,-0.00014635893737737776
-1.104254478277872,-4.599550032891322e-05,-0.0001463589373773765
-1.1015245537333038,-4.6419857280053746e-05,-0.00014635893737737575
-1.0987946291887356,-4.699912707390816e-05,-0.00014635893737737692
-1.0960647046441672,-4.742226738382546e-05,-0.00014635893737737846
-1.093334780099599,-4.800682472516356e-05,-0.0001463589373773779
-1.0906048555550307,-4.8428581078555855e-05,-0.00014635893737737762
-1.0878749310104625,-4.901866843938431e-05,-0.00014635893737737738
-1.085145006465894,-4.9438874496708225e-05,-0.00014635893737737708
-1.0824150819213259,-5.003480451737047e-05,-0.00014635893737737776
-1.0796851573767576,-5.045326279809145e-05,-0.00014635893737737952
-1.0769552328321894,-5.105530519593171e-05,-0.00014635893737737865
-1.074225308287621,-5.1471814735095337e-05,-0.00014635893737737762
-1.0714953837430528,-5.2080327934487416e-05,-0.00014635893737737876
-1.0687654591984845,-5.249465805043687e-05,-0.00014635893737737697
-1.066035534653916,-5.310994140558566e-05,-0.0001463589373773772
-1.0633056101093479,-5.352185082665014e-05,-0.000146358937377378
-1.0605756855647797,-5.4144315359897235e-05,-0.00014635893737737616
-1.0578457610202112,-5.4553537614905174e-05,-0.0001463589373773776
-1.055115836475643,-5.51835147467842e-05,-0.00014635893737737816
-1.0523859119310748,-5.5589761200082085e-05,-0.00014635893737737705
-1.0496559873865063,-5.622772199769537e-05,-0.0001463589373773773
-1.0469260628419381,-5.663068833605225e-05,-0.0001463589373773772
-1.04419613829737,-5.727699866856356e-05,-0.00014635893737737746
-1.0414662137528015,-5.76763406091099e-05,-0.000146358937377377
-1.0387362892082332,-5.833153969824012e-05,-0.0001463589373773767
-1.036006364663665,-5.872691368126549e-05,-0.00014635893737737757
-1.0332764401190966,-5.9391404704923756e-05,-0.00014635893737737746
-1.0305465155745284,-5.978240109925657e-05,-0.00014635893737737713
-1.0278165910299601,-6.045679973639e-05,-0.00014635893737737643
-1.0250866664853917,-6.084303501160416e-05,-0.00014635893737737654
-1.0223567419408235,-6.15277845484644e-05,-0.00014635893737737835
-1.0196268173962553,-6.190877251646526e-05,-0.00014635893737737778
-1.0168968928516868,-6.260457463109034e-05,-0.00014635893737737784
-1.0141669683071186,-6.297989278265818e-05,-0.00014635893737737748
-1.0114370437625504,-6.368723353943848e-05,-0.00014635893737737805
-1.0087071192179822,-6.405630483477487e-05,-0.00014635893737737854
-1.0059771946734137,-6.477598096899359e-05,-0.00014635893737737808
-1.0032472701288455,-6.513834689738281e-05,-0.0001463589373773785
-1.0005173455842773,-6.587089105002393e-05,-0.00014635893737737805
-0.997787421039709,-6.62258678357618e-05,-0.00014635893737737645
-0.9950574964951406,-6.697218130798987e-05,-0.00014635893737737713
-0.9923275719505724,-6.731927950695644e-05,-0.0001463589373773788
-0.9895976474060041,-6.807994542188039e-05,-0.00014635893737737724
-0.9868677228614358,-6.841835478768839e-05,-0.00014635893737737735
-0.9841377983168675,-6.919438734139843e-05,-0.00014635893737737767
-0.9814078737722992,-6.952359592328811e-05,-0.00014635893737737765
-0.9786779492277309,-7.031563403698988e-05,-0.0001463589373773774
-0.9759480246831627,-7.063468199806368e-05,-0.0001463589373773779
-0.9732181001385943,-7.144386028813955e-05,-0.00014635893737737743
-0.970488175594026,-7.175222596792735e-05,-0.0001463589373773776
-0.9677582510494578,-7.257924658780333e-05,-0.00014635893737737784
-0.9650283265048896,-7.28757931981353e-05,-0.00014635893737737814
-0.9622984019603211,-7.372191599021253e-05,-0.0001463589373773771
-0.9595684774157529,-7.400612899845395e-05,-0.00014635893737737575
-0.9568385528711847,-7.487212784236958e-05,-0.000146358937377377
-0.9541086283266164,-7.51426606760387e-05,-0.00014635893737738095
-0.951378703782048,-7.602992339016605e-05,-0.00014635893737737887
-0.9486487792374798,-7.628629332305352e-05,-0.0001463589373773769
-0.9459188546929115,-7.719567858761074e-05,-0.00014635893737737673
-0.9431889301483432,-7.743628962148545e-05,-0.00014635893737737786
-0.9404590056037749,-7.836930908117822e-05,-0.000146358937377377
-0.9377290810592066,-7.859374224969504e-05,-0.0001463589373773775
-0.9349991565146383,-7.9551358050669e-05,-0.00014635893737737827
-0.9322692319700701,-7.975772128350146e-05,-0.00014635893737737792
-0.9295393074255017,-8.074155716858055e-05,-0.00014635893737737968
-0.9268093828809334,-8.092953617451119e-05,-0.00014635893737737816
-0.9240794583363652,-8.194068470592398e-05,-0.0001463589373773781
-0.921349533791797,-8.210803710142154e-05,-0.00014635893737737616
-0.9186196092472286,-8.314821086111132e-05,-0.000146358937377378
-0.9158896847026603,-8.329477861171539e-05,-0.00014635893737737765
-0.9131597601580921,-8.436523818791745e-05,-0.0001463589373773778
-0.9104298356135238,-8.448836450418586e-05,-0.00014635893737737814
-0.9076999110689554,-8.559087274673214e-05,-0.00014635893737737795
-0.9049699865243872,-8.569061989768283e-05,-0.00014635893737737762
-0.9022400619798189,-8.682665996841329e-05,-0.00014635893737737692
-0.8995101374352505,-8.689988370965363e-05,-0.00014635893737737884
-0.8967802128906823,-8.807120622041937e-05,-0.00014635893737737865
-0.894050288346114,-8.811826471849316e-05,-0.00014635893737737746
-0.8913203638015457,-8.932665212709003e-05,-0.0001463589373773777
-0.8885904392569774,-8.934383335332927e-05,-0.00014635893737737667
-0.8858605147124092,-9.059093433658858e-05,-0.00014635893737737784
-0.8831305901678408,-9.057897828250543e-05,-0.0001463589373773743
-0.8804006656232726,-9.186697893900046e-05,-0.00014635893737737735
-0.8776707410787044,-9.182152024404859e-05,-0.00014635893737737786
-0.874940816534136,-9.315183883800392e-05,-0.00014635893737737757
-0.8722108919895677,-9.307409497304927e-05,-0.0001463589373773777
-0.8694809674449995,-9.444946297580539e-05,-0.00014635893737737738
-0.8667510429004311,-9.433432735532643e-05,-0.0001463589373773774
-0.8640211183558628,-9.575575969428274e-05,-0.00014635893737737757
-0.8612911938112946,-9.560502675892337e-05,-0.0001463589373773766
-0.8585612692667263,-9.707598505616419e-05,-0.0001463589373773779
-0.8558313447221579,-9.68837257179725e-05,-0.00014635893737737738
-0.8531014201775897,-9.840459106956934e-05,-0.0001463589373773762
-0.8503714956330214,-9.817327671333891e-05,-0.00014635893737737697
-0.8476415710884532,-9.974848044531168e-05,-0.00014635893737737635
-0.8449116465438848,-9.94712870243295e-05,-0.00014635893737737743
-0.8421817219993165,-0.00010110028138585685,-0.00014635893737737743
-0.8394517974547483,-0.0001007804476918538,-0.00014635893737737656
-0.83672187291018,-0.00010246893469824058,-0.00014635893737737746
-0.8339919483656117,-0.00010209869620766912,-0.000146358937377378
-0.8312620238210434,-0.00010384482340543227,-0.00014635893737737702
-0.8285320992764751,-0.00010342825953620645,-0.0001463589373773772
-0.8258021747319069,-0.0001052393786151438,-0.00014635893737737797
-0.8230722501873385,-0.00010476776714194268,-0.00014635893737737792
-0.8203423256427702,-0.00010664025669752123,-0.0001463589373773781
-0.817612401098202,-0.00010611856153579428,-0.0001463589373773775
-0.8148824765536337,-0.00010806188448482549,-0.00014635893737737616
-0.8121525520090654,-0.00010748046362207978,-0.00014635893737737572
-0.8094226274644971,-0.00010948865123706885,-0.00014635893737737838
-0.8066927029199288,-0.00010885335239597858,-0.0001463589373773746
-0.8039627783753606,-0.00011093855670516169,-0.00014635893737737578
-0.8012328538307922,-0.00011023891398751336,-0.00014635893737737673
-0.7985029292862239,-0.00011239211150648146,-0.00014635893737737708
-0.7957730047416557,-0.00011163479203103449,-0.0001463589373773776
-0.7930430801970874,-0.00011387152473107444,-0.000146358937377377
-0.7903131556525191,-0.00011304544187649407,-0.00014635893737737648
-0.7875832311079508,-0.00011535275483445501,-0.0001463589373773773
-0.7848533065633825,-0.00011446522798461548,-0.00014635893737737686
-0.7821233820188143,-0.00011686293558816921,-0.00014635893737737778
-0.7793934574742459,-0.00011590258138190676,-0.0001463589373773777
-0.7766635329296776,-0.00011837272082025555,-0.00014635893737737786
-0.7739336083851094,-0.00011734720619229318,-0.0001463589373773793
-0.771203683840541,-0.00011991493344522266,-0.0001463589373773772
-0.7684737592959728,-0.00011881312366468054,-0.0001463589373773779
-0.7657438347514045,-0.0001214541415702088,-0.00014635893737737887
-0.7630139102068362,-0.00012028350312869622,-0.0001463589373773768
-0.760283985662268,-0.00012302965721386832,-0.00014635893737737738
-0.7575540611176996,-0.00012178011865219427,-0.0001463589373773768
-0.7548241365731313,-0.00012459916655787608,-0.00014635893737737694
-0.7520942120285631,-0.00012327713758968442,-0.00014635893737737583
-0.7493642874839948,-0.0001262092037477013,-0.00014635893737737643
-0.7466343629394265,-0.0001248069440855237,-0.00014635893737737713
-0.7439044383948582,-0.00012780992296058645,-0.00014635893737737713
-0.7411745138502899,-0.00012633140623548696,-0.00014635893737737754
-0.7384445893057217,-0.00012945563837432264,-0.00014635893737737735
-0.7357146647611533,-0.0001278972811070829,-0.00014635893737737757
-0.7329847402165851,-0.00013108855759275367,-0.00014635893737737838
-0.7302548156720168,-0.00012944991526815674,-0.0001463589373773769
-0.7275248911274484,-0.0001327709184458703,-0.00014635893737737776
-0.7247949665828802,-0.00013105521879079314,-0.0001463589373773788
-0.7220650420383119,-0.00013443718113246756,-0.0001463589373773767
-0.7193351174937436,-0.00013263660489503805,-0.00014635893737737784
-0.7166051929491754,-0.00013615695847649277,-0.00014635893737737757
-0.713875268404607,-0.00013428516645057017,-0.00014635893737737748
-0.7111453438600388,-0.00013785793774425263,-0.00014635893737737694
-0.7084154193154705,-0.00013589581776271965,-0.00014635893737737683
-0.7056854947709021,-0.0001396154880930737,-0.0001463589373773768
-0.7029555702263339,-0.00013759202547772466,-0.0001463589373773764
-0.7002256456817656,-0.00014135291751808635,-0.0001463589373773769
-0.6974957211371973,-0.00013923229543229173,-0.0001463589373773772
-0.694765796592629,-0.00014314820266356316,-0.00014635893737737678
-0.6920358720480607,-0.0001409810244661575,-0.0001463589373773769
-0.6893059475034925,-0.0001449242223270845,-0.00014635893737737773
-0.6865760229589242,-0.0001426513331832412,-0.0001463589373773769
-0.6838460984143558,-0.0001467565105589345,-0.00014635893737737743
-0.6811161738697876,-0.00014445797928229758,-0.00014635893737737778
-0.6783862493252193,-0.0001485738968282761,-0.00014635893737737664
-0.675656324780651,-0.00014615863194019564,-0.00014635893737737675
-0.6729264002360827,-0.00015044189699844825,-0.00014635893737737683
-0.6701964756915144,-0.00014802899156813774,-0.00014635893737737637
-0.6674665511469462,-0.00015230397787756425,-0.00014635893737737773
-0.6647366266023779,-0.00014976061214001324,-0.00014635893737737746
-0.6620067020578095,-0.00015420544458010364,-0.00014635893737737708
-0.6592767775132413,-0.0001517008837324122,-0.00014635893737737692
-0.656546852968673,-0.00015611644438047172,-0.00014635893737737865
-0.6538169284241048,-0.0001534640471707738,-0.00014635893737737678
-0.6510870038795364,-0.00015804845075943015,-0.00014635893737737816
-0.6483570793349681,-0.00015548079506714956,-0.0001463589373773775
-0.6456271547903999,-0.00016001319103179151,-0.00014635893737737765
-0.6428972302458316,-0.0001572766185600114,-0.00014635893737737784
-0.6401673057012632,-0.00016197165771842265,-0.0001463589373773779
-0.637437381156695,-0.00015937670497883676,-0.00014635893737737862
-0.6347074566121267,-0.00016399627879787177,-0.000146358937377379
-0.6319775320675585,-0.00016120603669736127,-0.0001463589373773768
-0.6292476075229901,-0.0001659762533452247,-0.00014635893737737776
-0.6265176829784218,-0.00016339695866732982,-0.00014635893737737795
-0.6237877584338536,-0.0001680676552265599,-0.0001463589373773776
-0.6210578338892853,-0.00016526123167506058,-0.00014635893737737814
-0.6183279093447169,-0.00017006242966763528,-0.0001463589373773776
-0.6155979848001487,-0.00016755096343267485,-0.0001463589373773777
-0.6128680602555804,-0.0001722298747433346,-0.00014635893737737887
-0.6101381357110122,-0.0001694508268879344,-0.00014635893737737917
-0.6074082111664438,-0.00017423083376362543,-0.0001463589373773769
-0.6046782866218755,-0.00017184850303248768,-0.00014635893737737952
-0.6019483620773073,-0.00017648544463860492,-0.0001463589373773774
-0.599218437532739,-0.00017378516025922397,-0.00014635893737737748
-0.5964885129881706,-0.00017848066434239765,-0.0001463589373773791
-0.5937585884436024,-0.00017629984631744032,-0.00014635893737737613
-0.5910286638990341,-0.00018083878055959567,-0.00014635893737737784
-0.5882987393544659,-0.00017827372131663813,-0.00014635893737737827
-0.5855688148098975,-0.00018281181310820661,-0.0001463589373773784
-0.5828388902653292,-0.00018091554047885004,-0.00014635893737737583
-0.580108965720761,-0.00018529364835803767,-0.00014635893737737765
-0.5773790411761927,-0.00018292954636179491,-0.00014635893737737746
-0.5746491166316244,-0.00018722204384327292,-0.00014635893737737757
-0.5719191920870561,-0.00018570549112537302,-0.00014635893737737683
-0.5691892675424878,-0.0001898571106857978,-0.00014635893737737754
-0.5664593429979196,-0.00018776411898959922,-0.00014635893737737683
-0.5637294184533512,-0.00019171063778495177,-0.0001463589373773778
-0.5609994939087829,-0.00019067964931060127,-0.0001463589373773778
-0.5582695693642147,-0.00019453371462709843,-0.000146358937377377
-0.5555396448196463,-0.00019279448446309574,-0.0001463589373773765
-0.5528097202750781,-0.0001962757900397076,-0.00014635893737737754
-0.5500797957305098,-0.00019584447991383678,-0.00014635893737737778
-0.5473498711859415,-0.0001993338515296806,-0.00014635893737737735
-0.5446199466413733,-0.00019803463742915341,-0.00014635893737737765
-0.5418900220968049,-0.00020091806042029257,-0.00014635893737737765
-0.5391600975522366,-0.00020120975358317407,-0.00014635893737737827
-0.5364301730076684,-0.00020425922217723607,-0.00014635893737737778
-0.5337002484631,-0.00020350807786196262,-0.000146358937377377
-0.5309703239185318,-0.00020563813691097232,-0.00014635893737737884
-0.5282403993739635,-0.00020677781445737516,-0.00014635893737737746
-0.5255104748293952,-0.0002093217974584814,-0.00014635893737737778
-0.522780550284827,-0.0002092301730087692,-0.00014635893737737854
-0.5200506257402586,-0.00021044056877949556,-0.0001463589373773769
-0.5173207011956903,-0.0002125592054974315,-0.00014635893737737662
-0.5145907766511221,-0.00021451870741327173,-0.00014635893737737315
-0.5118608521065537,-0.000215226803751538,-0.00014635893737737846
-0.5091309275619855,-0.0002153353891047661,-0.000146358937377377
-0.5064010030174172,-0.0002185503466753858,-0.00014635893737737887
-0.5036710784728489,-0.00021986517168627156,-0.00014635893737737697
-0.5009411539282806,-0.00022151286225964985,-0.00014635893737737784
-0.4982112293837123,-0.0002203295996314145,-0.00014635893737737645
-0.495481304839144,-0.00022477089605758168,-0.00014635893737737816
-0.49275138029457577,-0.00022534929795353336,-0.000146358937377377
-0.49002145575000744,-0.00022811516967001372,-0.00014635893737737692
-0.4872915312054392,-0.00022544349206145053,-0.00014635893737737906
-0.4845616066608709,-0.0002312105201031261,-0.00014635893737737705
-0.48183168211630256,-0.00023099378245757486,-0.00014635893737737648
-0.47910175757173434,-0.00023504238840067228,-0.00014635893737737732
-0.476371833027166,-0.0002306865473475452,-0.00014635893737737724
-0.4736419084825978,-0.00023789764861912164,-0.00014635893737737632
-0.47091198393802947,-0.00023678597393744782,-0.0001463589373773778
-0.46818205939346114,-0.0002423151673076383,-0.00014635893737737708
-0.4654521348488929,-0.00023609193878265514,-0.00014635893737737673
-0.4627222103043246,-0.00024481615865164843,-0.00014635893737737618
-0.45999228575975626,-0.00024275725073335006,-0.00014635893737737702
-0.45726236121518804,-0.00024994705323576273,-0.00014635893737737683
-0.4545324366706197,-0.0002416507750443563,-0.00014635893737737816
-0.4518025121260515,-0.0002520122028765977,-0.00014635893737737765
-0.44907258758148316,-0.00024889615077220394,-0.00014635893737737846
-0.44634266303691483,-0.0002579527665029193,-0.00014635893737737708
-0.4436127384923466,-0.00024740751902317486,-0.00014635893737737784
-0.4408828139477783,-0.0002594437425654418,-0.0001463589373773751
-0.43815288940320996,-0.00025527368073743797,-0.00014635893737737575
-0.43542296485864174,-0.00026635708062804384,-0.00014635893737737857
-0.4326930403140734,-0.000253339858841012,-0.00014635893737737748
-0.4299631157695052,-0.0002671495589703519,-0.000146358937377378
-0.42723319122493686,-0.000261908819466363,-0.000146358937377378
-0.42450326668036853,-0.00027519185196271147,-0.00014635893737737746
-0.4217733421358003,-0.000259483556013409,-0.00014635893737737814
-0.419043417591232,-0.00027501331542068854,-0.00014635893737737705
-0.41631349304666365,-0.00026885936557817476,-0.00014635893737737816
-0.41358356850209543,-0.00028454876714689383,-0.0001463589373773775
-0.4108536439575271,-0.00026575240293337234,-0.00014635893737737724
-0.4081237194129589,-0.0002830020187779165,-0.0001463589373773772
-0.40539379486839056,-0.000276133704346938,-0.00014635893737737716
-0.4026638703238222,-0.00029450751136670896,-0.00014635893737737686
-0.399933945779254,-0.0002723559257861648,-0.00014635893737737656
-0.3972040212346857,-0.000290905734498122,-0.00014635893737737713
-0.39447409669011746,-0.00028380002345512317,-0.0001463589373773766
-0.39174417214554913,-0.00030532228091705927,-0.00014635893737737716
-0.3890142476009808,-0.000279305401870731,-0.00014635893737737526
-0.3862843230564126,-0.0002987504644489557,-0.00014635893737737645
-0.38355439851184425,-0.00029170904426058567,-0.00014635893737737713
-0.3808244739672759,-0.00031692020863120215,-0.00014635893737737784
-0.3780945494227077,-0.0002869238108487001,-0.0001463589373773769
-0.3753646248781394,-0.00030624233817058856,-0.00014635893737737667
-0.37263470033357116,-0.00029958064994695474,-0.00014635893737737938
-0.3699047757890028,-0.00032952415386279543,-0.0001463589373773777
-0.3671748512444345,-0.00029509507719247165,-0.00014635893737737664
-0.3644449266998663,-0.0003136246351376118,-0.00014635893737737673
-0.36171500215529795,-0.0003074741414171417,-0.0001463589373773777
-0.35898507761072973,-0.00034273090558606937,-0.0001463589373773792
-0.3562551530661613,-0.0003046881783729434,-0.00014635893737737767
-0.35352522852159307,-0.0003208156080871954,-0.0001463589373773769
-0.35079530397702485,-0.00031514094161035126,-0.00014635893737737748
-0.3480653794324564,-0.00035694073275906846,-0.00014635893737737624
-0.3453354548878882,-0.00031513463778721254,-0.0001463589373773774
-0.34260553034332,-0.0003281860899498926,-0.00014635893737737548
-0.33987560579875176,-0.00032260533931133744,-0.00014635893737737738
-0.3371456812541833,-0.00037100818812162384,-0.0001463589373773788
-0.3344157567096151,-0.00032713439180585043,-0.0001463589373773771
-0.3316858321650469,-0.00033573059273754455,-0.00014635893737737784
-0.32895590762047844,-0.00032945626962137075,-0.0001463589373773773
-0.3262259830759102,-0.00038573250647761843,-0.00014635893737737738
-0.323496058531342,-0.00034001146242556814,-0.00014635893737737713
-0.32076613398677356,-0.0003439727556201964,-0.00014635893737737778
-0.31803620944220534,-0.00033707639767236515,-0.00014635893737737746
-0.3153062848976371,-0.0003995813463154948,-0.00014635893737737686
-0.3125763603530687,-0.00035474345689628413,-0.0001463589373773785
-0.30984643580850046,-0.0003530868188151878,-0.00014635893737737843
-0.30711651126393225,-0.00034422466996366643,-0.00014635893737737675
-0.304386586719364,-0.0004140530984911966,-0.00014635893737737694
-0.3016566621747956,-0.0003694580970304914,-0.00014635893737737746
-0.29892673763022737,-0.0003626484421564904,-0.00014635893737737532
-0.29619681308565915,-0.00035218926572168634,-0.0001463589373773767
-0.2934668885410907,-0.0004269169827572221,-0.00014635893737737664
-0.2907369639965225,-0.00038515263985712794,-0.00014635893737737732
-0.28800703945195427,-0.00037307083533959527,-0.00014635893737737589
-0.28527711490738583,-0.0003595917733362038,-0.00014635893737737673
-0.2825471903628176,-0.00044046245943357156,-0.0001463589373773777
-0.2798172658182494,-0.00040142769552672984,-0.00014635893737737762
-0.27708734127368095,-0.0003835346829958137,-0.00014635893737737675
-0.27435741672911274,-0.00036928297572532337,-0.00014635893737737738
-0.2716274921845445,-0.0004523008268353162,-0.00014635893737737786
-0.2688975676399761,-0.00041884273732468037,-0.00014635893737737727
-0.26616764309540786,-0.00039499042539284775,-0.00014635893737737922
-0.26343771855083964,-0.0003775316918213783,-0.00014635893737737692
-0.2607077940062714,-0.00046491021494837834,-0.00014635893737737762
-0.257977869461703,-0.0004354201183769219,-0.00014635893737737767
-0.25524794491713476,-0.00040509757378695956,-0.00014635893737737716
-0.25251802037256654,-0.0003872805229716553,-0.0001463589373773767
-0.2497880958279981,-0.00047617598695773436,-0.00014635893737737692
-0.24705817128342988,-0.0004537597862676204,-0.0001463589373773773
-0.24432824673886167,-0.00041588307198989313,-0.00014635893737737805
-0.24159832219429322,-0.000397173636807996,-0.00014635893737737664
-0.238868397649725,-0.0004904418739353629,-0.0001463589373773776
-0.2361384731051568,-0.0004743593653660362,-0.00014635893737737917
-0.23340854856058835,-0.0004189750522313485,-0.0001463589373773785
-0.23067862401602013,-0.0004003127364524038,-0.00014635893737737724
-0.2279486994714519,-0.0004966566022397572,-0.00014635893737737816
-0.2252187749268837,-0.0004865749185288966,-0.00014635893737737662
-0.22248885038231525,-0.00040765022996399925,-0.00014635893737737803
-0.21975892583774703,-0.0003886181543479027,-0.00014635893737737995
-0.2170290012931788,-0.0005241647168943193,-0.00014635893737737778
-0.21429907674861037,-0.0005414698449725424,-0.0001463589373773764
-0.21156915220404215,-0.00042891915026775727,-0.00014635893737737865
-0.20883922765947394,-0.0004135709812942355,-0.00014635893737737795
-0.2061093031149055,-0.0006108767251640399,-0.00014635893737737705
-0.20337937857033728,-0.0006850548898994221,-0.00014635893737737827
-0.20064945402576906,-0.0005057216738545041,-0.00014635893737737776
-0.19791952948120062,-0.00040738176764132784,-0.00014635893737737732
-0.1951896049366324,-0.000639121889690443,-0.00014635893737737778
-0.19245968039206418,-0.0007788692390229147,-0.00014635893737737776
-0.18972975584749574,-0.0005075844662664669,-0.00014635893737737705
