omega,Re_G,Im_G
3.348926685424637562e+00,2.070453863436410025e-01,-3.173464450081375232e-01
3.399794836472508575e+00,1.974928421248872412e-01,-3.146478820381364838e-01
3.451435643667882136e+00,1.879402979061335077e-01,-3.119493190681354999e-01
3.503860843185752749e+00,1.783877536873795799e-01,-3.092507560981344050e-01
3.557082349466441418e+00,1.688352094686258464e-01,-3.065521931281334211e-01
3.611112257923345226e+00,1.928104701599828164e-01,-3.310795122610612484e-01
3.665962847691801585e+00,1.873018806721039042e-01,-3.296846953064301866e-01
3.721646584419715964e+00,1.817932911842249089e-01,-3.282898783517991248e-01
3.778176123100569939e+00,1.762847016963460245e-01,-3.268950613971680630e-01
3.835564310949469036e+00,1.707761122084671124e-01,-3.255002444425370012e-01
3.893824190322869416e+00,1.379221274993730206e-01,-2.972756409672904221e-01
3.952969001682657524e+00,1.343614320941489415e-01,-2.948849076828304328e-01
4.013012186605246612e+00,1.308007366889249179e-01,-2.924941743983704989e-01
4.073967390836389590e+00,1.272400412837008943e-01,-2.901034411139105651e-01
4.135848467392381878e+00,1.236793458784768568e-01,-2.877127078294506313e-01
4.198669479708376784e+00,1.201186504732527638e-01,-2.853219745449906419e-01
4.262444704834515541e+00,1.315102274196267573e-01,-3.031471467527951935e-01
4.327188636680616263e+00,1.262120450615827338e-01,-3.004412526880970158e-01
4.392915989310131941e+00,1.209138627035386687e-01,-2.977353586233987826e-01
4.459641700284154631e+00,1.156156803454946314e-01,-2.950294645587006048e-01
4.527380934056206563e+00,1.103174979874504830e-01,-2.923235704940023716e-01
4.596149085418595348e+00,2.193425480890431600e-01,-2.972648499330547422e-01
4.665961783001122853e+00,1.876939782792986233e-01,-2.934261104808734144e-01
4.736834892822933796e+00,1.560454084695540589e-01,-2.895873710286920311e-01
4.808784521898314956e+00,1.243968386598090087e-01,-2.857486315765106477e-01
4.881827021897257701e+00,9.274826885006445809e-02,-2.819098921243292644e-01
4.955978992861638233e+00,9.019493333849344652e-02,-2.755210891292627085e-01
5.031257286977830923e+00,8.464876522294660643e-02,-2.722386470749850185e-01
5.107679012406628694e+00,7.910259710739968309e-02,-2.689562050207072175e-01
5.185261537171334645e+00,7.355642899185284300e-02,-2.656737629664295275e-01
5.264022493104921985e+00,6.801026087630600292e-02,-2.623913209121518375e-01
5.343979779857139789e+00,6.307466327905859871e-02,-2.554655630696907043e-01
5.425151568962483850e+00,5.969284568884868081e-02,-2.515719209266580880e-01
5.507556307969956322e+00,5.631102809863881148e-02,-2.476782787836255273e-01
5.591212724635568954e+00,5.292921050842894215e-02,-2.437846366405929943e-01
5.676139831178504735e+00,4.954739291821907976e-02,-2.398909944975604613e-01
5.762356928601948702e+00,4.768375614360440690e-02,-2.377364475522218967e-01
5.849883611079533807e+00,4.651721654935756650e-02,-2.388255253384033716e-01
5.938739770408422380e+00,4.535067695511074692e-02,-2.399146031245848187e-01
6.028945600530030369e+00,4.418413736086392735e-02,-2.410036809107662659e-01
6.120521602119409543e+00,4.301759776661710777e-02,-2.420927586969477130e-01
6.213488587244345496e+00,3.551128998907453205e-02,-2.331557679077044531e-01
6.307867684095219474e+00,3.317749022508614115e-02,-2.307860096886932277e-01
6.403680341786724739e+00,3.084369046109775372e-02,-2.284162514696820301e-01
6.500948335232507702e+00,2.850989069710936630e-02,-2.260464932506708047e-01
6.599693770093851164e+00,2.617609093312097887e-02,-2.236767350316596070e-01
6.699939087803533866e+00,1.995434684226824601e-02,-2.120729170603589953e-01
6.801707070665996113e+00,1.745751113617392478e-02,-2.080265236469908685e-01
6.905020847034958109e+00,1.496067543007968681e-02,-2.039801302336229083e-01
7.009903896569718462e+00,1.246383972398545231e-02,-1.999337368202549203e-01
7.116380055571256413e+00,9.967004017891216081e-03,-1.958873434068869324e-01
7.224473522399406988e+00,1.491514723281600618e-02,-2.171619985992690738e-01
7.334208862972310783e+00,1.200843371516348290e-02,-2.144148086890601268e-01
7.445611016349402256e+00,9.101720197510959620e-03,-2.116676187788511798e-01
7.558705300399197746e+00,6.195006679858438073e-03,-2.089204288686422606e-01
7.673517417553173736e+00,3.288293162205914791e-03,-2.061732389584333136e-01
7.790073460647047199e+00,1.137621933318042544e-03,-1.970910869549212796e-01
7.908399918850762766e+00,-5.299355087867974566e-04,-1.914397333433278114e-01
8.028523683688590040e+00,-2.197492950891637240e-03,-1.857883797317343710e-01
8.150472055150622452e+00,-3.865050392996477891e-03,-1.801370261201409029e-01
8.274272747897136071e+00,-5.532607835101318108e-03,-1.744856725085474625e-01
8.399953897557164595e+00,-5.303698208109233203e-01,-7.158904400667305268e-01
8.527544067122763138e+00,-4.137170576574386027e-01,-5.889410615064785137e-01
8.657072253440396992e+00,-2.970642945039537741e-01,-4.619916829462263896e-01
8.788567893800919961e+00,-1.804115313504650597e-01,-3.350423043859699357e-01
8.922060872629641537e+00,-6.375876819698023112e-02,-2.080929258257178116e-01
9.057581528278058514e+00,-1.777556056178126662e-02,-1.714806017959897566e-01
9.195160659918688140e+00,-1.860285929792836190e-02,-1.649059180835629745e-01
9.334829534544672569e+00,-1.943015803407546066e-02,-1.583312343711362202e-01
9.476619894075680506e+00,-2.025745677022255595e-02,-1.517565506587094382e-01
9.620563962571756278e+00,-2.108475550636965470e-02,-1.451818669462826839e-01
9.766694453556736377e+00,-7.353701921981965761e-02,-2.106042697970682553e-01
9.915044577452905017e+00,-1.676375234498136413e-01,-2.967388787737704758e-01
1.006564804912858335e+01,-2.617380276798124128e-01,-3.828734877504770817e-01
1.021853909556033280e+01,-3.558385319098063548e-01,-4.690080967271793022e-01
1.037375246361160386e+01,-4.499390361398003524e-01,-5.551427057038815782e-01
1.053132342792947718e+01,-2.787157440838945732e-02,-1.351952214232562677e-01
1.069128779896137793e+01,-2.937243694225548721e-02,-1.335650334118110572e-01
1.085368193109355595e+01,-3.087329947612151709e-02,-1.319348454003658189e-01
1.101854273091318959e+01,-3.237416200998755045e-02,-1.303046573889206083e-01
1.118590766559596794e+01,-3.387502454385357686e-02,-1.286744693774753978e-01
1.135581477142110707e+01,-3.371549417201289561e-02,-1.234916468310722354e-01
1.152830266241566548e+01,-3.427469911774067707e-02,-1.207423585788338360e-01
1.170341053913019458e+01,-3.483390406346845158e-02,-1.179930703265954367e-01
1.188117819754766558e+01,-3.539310900919623304e-02,-1.152437820743570374e-01
1.206164603812772818e+01,-3.595231395492400756e-02,-1.124944938221186380e-01
1.224485507498833670e+01,-4.018737329775038530e-02,-1.141033607763243668e-01
1.243084694522685041e+01,-4.110578159057217545e-02,-1.110390159900276619e-01
1.261966391838270951e+01,-4.202418988339396561e-02,-1.079746712037309431e-01
1.281134890604384324e+01,-4.294259817621576270e-02,-1.049103264174342243e-01
1.300594547159900216e+01,-4.386100646903761530e-02,-1.018459816311373112e-01
1.320349784013817285e+01,-5.023883235327260277e-02,-1.075879541341344947e-01
1.340405090850348557e+01,-4.845787346092172987e-02,-1.026923066116155470e-01
1.360765025549267015e+01,-4.667691456857085697e-02,-9.779665908909658534e-02
1.381434215221755579e+01,-4.489595567621998407e-02,-9.290101156657763759e-02
1.402417357261990283e+01,-4.311499678386911116e-02,-8.800536404405867597e-02
1.423719220414695741e+01,-4.685200113136820527e-02,-9.139892907785290843e-02
1.445344645858916444e+01,-4.635212772371329754e-02,-8.777200340356562658e-02
1.467298548308250261e+01,-4.585225431605838980e-02,-8.414507772927834472e-02
1.489585917127792491e+01,-4.535238090840348207e-02,-8.051815205499106287e-02
1.512211817468047315e+01,-4.485250750074857434e-02,-7.689122638070378102e-02
1.535181391416061736e+01,-4.661147661300332756e-02,-7.473374534368208699e-02
1.558499859164044565e+01,-4.703278613685438203e-02,-7.232914189573319552e-02
1.582172520195735643e+01,-4.745409566070543650e-02,-6.992453844778429017e-02
1.606204754490796915e+01,-4.787540518455649097e-02,-6.751993499983538483e-02
1.630602023747495011e+01,-4.829671470840755237e-02,-6.511533155188647948e-02
1.655369872623958116e+01,-4.360115410758037130e-02,-6.029990846319348979e-02
1.680513929998286216e+01,-4.342966215780257044e-02,-5.781246834591664829e-02
1.706039910247795888e+01,-4.325817020802478347e-02,-5.532502822863996639e-02
1.731953614547708398e+01,-4.308667825824699649e-02,-5.283758811136328448e-02
1.758260932189554282e+01,-4.291518630846920951e-02,-5.035014799408660952e-02
1.784967841919603515e+01,-4.136905423485334743e-02,-4.716441449056503477e-02
1.812080413297631409e+01,-4.095773614946765506e-02,-4.508844101250394920e-02
1.839604808076320097e+01,-4.054641806408195576e-02,-4.301246753444287058e-02
1.867547281601610365e+01,-4.013509997869626339e-02,-4.093649405638178501e-02
1.895914184234328204e+01,-3.972378189331056408e-02,-3.886052057832070639e-02
1.924711962793402620e+01,-4.831181335672624783e-02,-4.752995628155416014e-02
1.953947162021003692e+01,-4.566926121290930396e-02,-4.248949648720298788e-02
1.983626426069939086e+01,-4.302670906909235315e-02,-3.744903669285180869e-02
2.013756500013638728e+01,-4.038415692527540235e-02,-3.240857689850062950e-02
2.044344231379080057e+01,-3.774160478145845848e-02,-2.736811710414945031e-02
2.075396571702991366e+01,-3.625017712010997206e-02,-2.234634945256381774e-02
2.106920578111700237e+01,-3.543240998269097525e-02,-2.138998446409889204e-02
2.138923414924971311e+01,-3.461464284527197843e-02,-2.043361947563396633e-02
2.171412355284214257e+01,-3.379687570785291917e-02,-1.947725448716897817e-02
2.204394782805408681e+01,-3.297910857043392235e-02,-1.852088949870405246e-02
2.237878193257156312e+01,-3.179908332469113391e-02,-1.624393388611417369e-02
2.271870196264205433e+01,-2.984575897413589349e-02,-1.423091446958189843e-02
2.306378517036856479e+01,-2.789243462358065306e-02,-1.221789505304961970e-02
2.341410998126635690e+01,-2.593911027302541611e-02,-1.020487563651734271e-02
2.376975601208637912e+01,-2.398578592247017569e-02,-8.191856219985065718e-03
2.413080408890939665e+01,-1.327131018416643007e-02,-3.423574773034356554e-03
2.449733626551498489e+01,-1.048532195412501915e-02,-3.128038496821565310e-03
2.486943584202951030e+01,-7.699333724083609089e-03,-2.832502220608774501e-03
2.524718738385739414e+01,-4.913345494042199030e-03,-2.536965944395983691e-03
2.563067674089989012e+01,-2.127357264000789838e-03,-2.241429668183192447e-03
2.601999106706583831e+01,1.545077363342039784e-03,-1.752440207238352638e-03
2.641521884007871179e+01,3.962518724576117798e-03,-2.990272701277869524e-03
2.681644988158457110e+01,6.379960085810195379e-03,-4.228105195317385760e-03
2.722377537756542409e+01,8.797401447044272960e-03,-5.465937689356901996e-03
2.763728789906265604e+01,1.121484280827835314e-02,-6.703770183396418232e-03
2.805708142321526211e+01,1.363228416951259292e-02,-7.941602677436019470e-03
2.848325135461749724e+01,-3.972430807462521418e-01,-5.296766992632147009e-01
2.891589454700122275e+01,-2.946885399530828620e-01,-4.039999989945192715e-01
2.935510932524730521e+01,-1.921339991599135266e-01,-2.783232987258238422e-01
2.980099550773149986e+01,-8.957945836674424678e-02,-1.526465984571284684e-01
3.025365442900973534e+01,1.297508242642508858e-02,-2.696989818843298359e-02
3.071318896284794775e+01,-1.199633018973800258e-02,-6.523230383323813664e-02
3.117970354560175394e+01,-4.892725147824723494e-03,-5.651419262634091445e-02
3.165330419995122213e+01,2.210879894088555592e-03,-4.779608141944369226e-02
3.213409855899619316e+01,9.314484936001832943e-03,-3.907797021254647007e-02
3.262219589071754200e+01,1.641808997791511029e-02,-3.035985900564924789e-02
3.311770712281005302e+01,1.598881268132577513e-02,-2.168747183782645735e-02
3.362074486789244787e+01,1.470874649583214788e-02,-2.482943459066411229e-02
3.413142344910033188e+01,1.342868031033852064e-02,-2.797139734350176377e-02
3.464985892606794948e+01,1.214861412484489339e-02,-3.111336009633941524e-02
3.517616912130446849e+01,1.086854793935126615e-02,-3.425532284917706671e-02
3.571047364697105309e+01,1.070716199195992889e-02,-3.680337955129810157e-02
3.625289393206455202e+01,9.685811459664489531e-03,-3.678744629115949377e-02
3.680355325001402633e+01,8.664460927369121296e-03,-3.677151303102089291e-02
3.736257674669672468e+01,7.643110395073750458e-03,-3.675557977088229206e-02
3.793009146887931848e+01,6.621759862778381356e-03,-3.673964651074368426e-02
3.850622639309127493e+01,2.133219160796545350e-03,-3.668912396534400322e-02
3.909111245493676279e+01,1.128547942358765384e-03,-3.644081631659817910e-02
3.968488257885181980e+01,1.238767239209858512e-04,-3.619250866785234805e-02
4.028767170831348921e+01,-8.807944945167941152e-04,-3.594420101910651699e-02
4.089961683650779634e+01,-1.885465712954573648e-03,-3.569589337036068594e-02
4.152085703746362810e+01,-3.834812138446560582e-03,-3.642170207759835160e-02
4.215153349765939339e+01,-4.518463235963070604e-03,-3.555033996253770257e-02
4.279178954810991797e+01,-5.202114333479580625e-03,-3.467897784747706047e-02
4.344177069694057280e+01,-5.885765430996090647e-03,-3.380761573241641837e-02
4.410162466245632373e+01,-6.569416528512600668e-03,-3.293625361735576934e-02
4.477150140671293599e+01,-8.986266619921308429e-03,-3.417466047076805902e-02
4.545155316959823466e+01,-9.163964090590077244e-03,-3.271126375537652259e-02
4.614193450343096004e+01,-9.341661561258847793e-03,-3.124786703998498616e-02
4.684280230808522560e+01,-9.519359031927628750e-03,-2.978447032459334912e-02
4.755431586664827392e+01,-9.697056502596399299e-03,-2.832107360920181269e-02
4.827663688162030553e+01,-2.445809043299067981e-02,-4.352710706583879513e-02
4.900992951166367817e+01,-5.083659718269301769e-02,-6.782469043402430953e-02
4.975436040891059974e+01,-7.721510393239536252e-02,-9.212227380220983086e-02
5.051009875683736539e+01,-1.035936106820977004e-01,-1.164198571703953522e-01
5.127731630871396362e+01,-1.299721174318000383e-01,-1.407174405385808735e-01
5.205618742663764209e+01,-1.229444986988618461e-02,-2.442074066395711826e-02
5.284688912115942827e+01,-1.243353552061516112e-02,-2.370119697316165966e-02
5.364960109151250833e+01,-1.257262117134413763e-02,-2.298165328236620453e-02
5.446450576645167985e+01,-1.271170682207311414e-02,-2.226210959157074593e-02
5.529178834571310830e+01,-1.285079247280209065e-02,-2.154256590077528732e-02
5.613163684210383053e+01,-1.094340141169970401e-02,-2.064917076768526399e-02
5.698424212423061164e+01,-1.143190066186708896e-02,-1.992988556511868237e-02
5.784979795987777607e+01,-1.192039991203447391e-02,-1.921060036255210421e-02
5.872850106004396054e+01,-1.240889916220185886e-02,-1.849131515998552258e-02
5.962055112364771503e+01,-1.289739841236924381e-02,-1.777202995741894442e-02
6.052615088291228318e+01,-1.336831100621878668e-02,-1.724920658918149829e-02
6.144550614943936040e+01,-1.320882500137744199e-02,-1.660810669280194524e-02
6.237882586098337612e+01,-1.304933899653609904e-02,-1.596700679642238871e-02
6.332632212893556556e+01,-1.288985299169475435e-02,-1.532590690004283565e-02
6.428821028652967584e+01,-1.273036698685340966e-02,-1.468480700366328086e-02
6.526470893777973004e+01,-1.246068092760064215e-02,-1.419325162441141888e-02
6.625604000716124631e+01,-1.209064805523646195e-02,-1.369637259939707717e-02
6.726242879004698239e+01,-1.172061518287228002e-02,-1.319949357438273373e-02
6.828410400390880852e+01,-1.135058231050809982e-02,-1.270261454936839202e-02
6.932129784029730502e+01,-1.098054943814391789e-02,-1.220573552435405031e-02
7.037424601761088638e+01,-1.284034380701936512e-02,-1.176386567371756620e-02
7.144318783466650302e+01,-1.245171477348611111e-02,-1.145539730688646847e-02
7.252836622508398534e+01,-1.206308573995285884e-02,-1.114692894005537074e-02
7.363002781249652173e+01,-1.167445670641957881e-02,-1.083846057322425047e-02
7.474842296659949170e+01,-1.128582767288632653e-02,-1.052999220639315274e-02
7.588380586005122552e+01,-1.317308000135175017e-01,-1.483479901629656261e-01
7.703643452623742860e+01,-2.847271131529994226e-01,-2.931264511952610397e-01
7.820657091791338189e+01,-4.377234262924812880e-01,-4.379049122275563977e-01
7.939448096673667976e+01,-5.907197394319632089e-01,-5.826833732598518667e-01
8.060043464370444610e+01,-7.437160525714451298e-01,-7.274618342921471692e-01
8.182470602050830166e+01,-1.941272956660650834e-02,-1.879615183423127139e-02
8.306757333182153502e+01,-3.941567840197083422e-02,-4.629573910964645406e-02
8.432931903853216227e+01,-5.941862723733515317e-02,-7.379532638506164366e-02
8.561022989193659782e+01,-7.942157607269946518e-02,-1.012949136604768263e-01
8.691059699890831780e+01,-9.942452490806379106e-02,-1.287945009358920090e-01
8.823071588805639465e+01,-1.022735758829769297e-02,-5.807197366359398601e-03
8.957088657688899502e+01,-1.016806790967743346e-02,-5.857781143118166896e-03
9.093141363999703231e+01,-1.010877823105717568e-02,-5.908364919876936058e-03
9.231260627827340670e+01,-1.004948855243691618e-02,-5.958948696635704353e-03
9.371477838918376335e+01,-9.990198873816656666e-03,-6.009532473394472649e-03
9.513824863810461352e+01,-8.515048824709308545e-03,-4.773150202842262393e-03
9.658334053074464975e+01,-8.470660322747024934e-03,-4.470876494806305668e-03
9.805038248666699019e+01,-8.426271820784739588e-03,-4.168602786770348942e-03
9.953970791392724493e+01,-8.381883318822455978e-03,-3.866329078734392650e-03
1.010516552848457508e+02,-8.337494816860172367e-03,-3.564055370698435924e-03
1.025865682129306862e+02,-7.979547154562990907e-03,-3.520661851071806795e-03
1.041447955309695743e+02,-7.878316351214180793e-03,-3.271380586013472071e-03
1.057266913703069093e+02,-7.777085547865372414e-03,-3.022099320955137780e-03
1.073326152413260530e+02,-7.675854744516563168e-03,-2.772818055896803056e-03
1.089629321151534924e+02,-7.574623941167754788e-03,-2.523536790838468331e-03
1.106180125066042592e+02,-7.374969321738066193e-03,-2.772954942180248534e-03
1.122982325583871415e+02,-7.170014494039796647e-03,-2.569163110041509501e-03
1.140039741265889148e+02,-6.965059666341527102e-03,-2.365371277902770467e-03
1.157356248674571191e+02,-6.760104838643257556e-03,-2.161579445764031434e-03
1.174935783255009625e+02,-6.555150010944988878e-03,-1.957787613625292401e-03
1.192782340229303770e+02,-6.476297068688153039e-03,-1.620171638828192279e-03
1.210899975504536314e+02,-6.437477598495231282e-03,-1.628297610859193211e-03
1.229292806594543350e+02,-6.398658128302306923e-03,-1.636423582890194576e-03
1.247965013555677132e+02,-6.359838658109385166e-03,-1.644549554921195507e-03
1.266920839936797023e+02,-6.321019187916463410e-03,-1.652675526952196222e-03
1.286164593743676505e+02,-3.247588505248250740e-02,-5.271158492284547942e-02
1.305700648418065839e+02,-2.684425191959039642e-02,-4.192628696552001127e-02
1.325533443831624254e+02,-2.121261878669828543e-02,-3.114098900819455007e-02
1.345667487294950035e+02,-1.558098565380617445e-02,-2.035569105086908887e-02
1.366107354581937159e+02,-9.949352520914063469e-03,-9.570393093543627661e-03
1.386857690969689259e+02,-4.882538854898823243e-03,-4.138626846523719895e-04
1.407923212294233508e+02,-4.798700932362856553e-03,-3.495983718065082254e-04
1.429308706022265483e+02,-4.714863009826888995e-03,-2.853340589606444071e-04
1.451019032339175681e+02,-4.631025087290922305e-03,-2.210697461147806159e-04
1.473059125253603270e+02,-4.547187164754955616e-03,-1.568054332689168247e-04
1.495433993718764611e+02,-1.360662927357668243e-02,-1.239486327925586745e-02
1.518148722770816619e+02,-1.157326641420614553e-02,-9.739894162186069071e-03
1.541208474684509611e+02,-9.539903554835610366e-03,-7.084925045116271559e-03
1.564618490146394834e+02,-7.506540695465072598e-03,-4.429955928046474048e-03
1.588384089445852680e+02,-5.473177836094397786e-03,-1.774986810976495258e-03
1.612510673684205926e+02,-2.334909244863357918e-03,2.053508378699278212e-04
1.637003726002212147e+02,-2.041829310474758529e-03,6.215643860530027849e-05
1.661868812826186570e+02,-1.748749376086159574e-03,-8.103796065932726425e-05
1.687111585133060601e+02,-1.455669441697560185e-03,-2.242323599239547799e-04
