omega,Re_G,Im_G
6.452770991398043554e-01,5.662468088042856840e-01,-1.517036818256494446e-01
6.453741905513979971e-01,5.662358718731093088e-01,-1.517257378666589107e-01
6.454712965718196749e-01,5.662249306535405147e-01,-1.517477937587709824e-01
6.455684172032675194e-01,5.662139851565159976e-01,-1.517698495040542828e-01
6.456655524479399944e-01,5.662030353931195581e-01,-1.517919051045902579e-01
6.457627023080358963e-01,5.661920813744070191e-01,-1.518139605624578836e-01
6.458598667857543552e-01,5.661811231113148546e-01,-1.518360158796524528e-01
6.459570458832947226e-01,5.661701606150336685e-01,-1.518580710583231907e-01
6.460542396028569057e-01,5.661591938964281034e-01,-1.518801261004655567e-01
6.461514479466407002e-01,5.661482229663034049e-01,-1.519021810081651047e-01
6.462486709168469012e-01,5.661372478358787097e-01,-1.519242357834301171e-01
6.463459085156760819e-01,5.661262685159490493e-01,-1.519462904283533922e-01
6.464431607453293704e-01,5.661152850173803985e-01,-1.519683449449660551e-01
6.465404276080081170e-01,5.661042973511848375e-01,-1.519903993353148297e-01
6.466377091059141158e-01,5.660933055281585080e-01,-1.520124536014286487e-01
6.467350052412496053e-01,5.660823095592545373e-01,-1.520345077453300053e-01
6.468323160162168239e-01,5.660713094551668156e-01,-1.520565617691121418e-01
6.469296414330184541e-01,5.660603052268918800e-01,-1.520786156747760132e-01
6.470269814938577335e-01,5.660492968850521223e-01,-1.521006694643222967e-01
6.471243362009380107e-01,5.660382844405597025e-01,-1.521227231398231405e-01
6.472217055564630783e-01,5.660272679041064015e-01,-1.521447767032730047e-01
6.473190895626369512e-01,5.660162472866447914e-01,-1.521668301567315196e-01
6.474164882216640882e-01,5.660052225986896834e-01,-1.521888835021680542e-01
6.475139015357491701e-01,5.659941938511061643e-01,-1.522109367416702164e-01
6.476113295070972109e-01,5.659831610545420499e-01,-1.522329898772013523e-01
6.477087721379137797e-01,5.659721242196469326e-01,-1.522550429107277781e-01
6.478062294304045565e-01,5.659610833570956068e-01,-1.522770958443676603e-01
6.479037013867754435e-01,5.659500384776597892e-01,-1.522991486800518435e-01
6.480011880092330090e-01,5.659389895919199054e-01,-1.523212014198354058e-01
6.480986892999839322e-01,5.659279367103815517e-01,-1.523432540656865508e-01
6.481962052612353364e-01,5.659168798438626302e-01,-1.523653066195959915e-01
6.482937358951944562e-01,5.659058190027548285e-01,-1.523873590835925773e-01
6.483912812040691920e-01,5.658947541977004114e-01,-1.524094114596459271e-01
6.484888411900674443e-01,5.658836854391693372e-01,-1.524314637497510838e-01
6.485864158553976688e-01,5.658726127379229975e-01,-1.524535159559072539e-01
6.486840052022686542e-01,5.658615361042813596e-01,-1.524755680801100077e-01
6.487816092328893003e-01,5.658504555487370302e-01,-1.524976201243440910e-01
6.488792279494691728e-01,5.658393710818664379e-01,-1.525196720905492020e-01
6.489768613542178377e-01,5.658282827140818094e-01,-1.525417239807283221e-01
6.490745094493454159e-01,5.658171904558293441e-01,-1.525637757968813790e-01
6.491721722370623615e-01,5.658060943175549085e-01,-1.525858275409620601e-01
6.492698497195792395e-01,5.657949943096468592e-01,-1.526078792149211383e-01
6.493675418991071702e-01,5.657838904426094606e-01,-1.526299308207586802e-01
6.494652487778576067e-01,5.657727827266546550e-01,-1.526519823604094162e-01
6.495629703580420022e-01,5.657616711722204261e-01,-1.526740338358898441e-01
6.496607066418728094e-01,5.657505557896951309e-01,-1.526960852490983900e-01
6.497584576315621474e-01,5.657394365892836063e-01,-1.527181366020367304e-01
6.498562233293226909e-01,5.657283135814444863e-01,-1.527401878966435089e-01
6.499540037373675583e-01,5.657171867763677309e-01,-1.527622391348678610e-01
6.500517988579102013e-01,5.657060561844153845e-01,-1.527842903186548695e-01
6.501496086931642937e-01,5.656949218157263370e-01,-1.528063414499697126e-01
6.502474332453437311e-01,5.656837836805937991e-01,-1.528283925307507840e-01
6.503452725166630755e-01,5.656726417892560255e-01,-1.528504435629251534e-01
6.504431265093369996e-01,5.656614961519711438e-01,-1.528724945484620512e-01
6.505409952255805095e-01,5.656503467787248329e-01,-1.528945454892766120e-01
6.506388786676090552e-01,5.656391936799651798e-01,-1.529165963873120870e-01
6.507367768376381978e-01,5.656280368656688706e-01,-1.529386472444912437e-01
6.508346897378840534e-01,5.656168763461034699e-01,-1.529606980627922774e-01
6.509326173705630714e-01,5.656057121310968938e-01,-1.529827488440249905e-01
6.510305597378919229e-01,5.655945442310480464e-01,-1.530047995902109603e-01
6.511285168420875014e-01,5.655833726559336139e-01,-1.530268503032577720e-01
6.512264886853674772e-01,5.655721974158867127e-01,-1.530489009850582449e-01
6.513244752699492990e-01,5.655610185209103413e-01,-1.530709516375742818e-01
6.514224765980511922e-01,5.655498359809649767e-01,-1.530930022626900977e-01
6.515204926718914935e-01,5.655386498061562017e-01,-1.531150528622906015e-01
6.516185234936887616e-01,5.655274600064842394e-01,-1.531371034383148533e-01
6.517165690656622212e-01,5.655162665918438414e-01,-1.531591539926790702e-01
6.518146293900312083e-01,5.655050695723089493e-01,-1.531812045272730183e-01
6.519127044690153916e-01,5.654938689577150290e-01,-1.532032550439547391e-01
6.520107943048348842e-01,5.654826647580074583e-01,-1.532253055447069523e-01
6.521088988997100211e-01,5.654714569832236526e-01,-1.532473560313632188e-01
6.522070182558615814e-01,5.654602456431978563e-01,-1.532694065058154143e-01
6.523051523755104553e-01,5.654490307477547661e-01,-1.532914569700015994e-01
6.524033012608783100e-01,5.654378123067773654e-01,-1.533135074257522268e-01
6.525014649141865908e-01,5.654265903300151885e-01,-1.533355578749912573e-01
6.525996433376574091e-01,5.654153648274727884e-01,-1.533576083195791473e-01
6.526978365335133203e-01,5.654041358088863767e-01,-1.533796587614048024e-01
6.527960445039768800e-01,5.653929032840577795e-01,-1.534017092023733375e-01
6.528942672512711987e-01,5.653816672627265394e-01,-1.534237596443043528e-01
6.529925047776196090e-01,5.653704277545055223e-01,-1.534458100890943033e-01
6.530907570852458877e-01,5.653591847693972827e-01,-1.534678605386111949e-01
6.531890241763741445e-01,5.653479383170126882e-01,-1.534899109947279461e-01
6.532873060532287113e-01,5.653366884070544218e-01,-1.535119614592999060e-01
6.533856027180343640e-01,5.653254350491458968e-01,-1.535340119342058218e-01
6.534839141730161005e-01,5.653141782529551573e-01,-1.535560624212717329e-01
6.535822404203993630e-01,5.653029180282879151e-01,-1.535781129223891261e-01
6.536805814624098154e-01,5.652916543846563391e-01,-1.536001634393692750e-01
6.537789373012736771e-01,5.652803873316982752e-01,-1.536222139741098558e-01
6.538773079392171672e-01,5.652691168790491272e-01,-1.536442645284031849e-01
6.539756933784671711e-01,5.652578430362277251e-01,-1.536663151041686715e-01
6.540740936212507961e-01,5.652465658127650006e-01,-1.536883657031754002e-01
6.541725086697952607e-01,5.652352852183935017e-01,-1.537104163273269319e-01
6.542709385263284494e-01,5.652240012623755971e-01,-1.537324669784036757e-01
6.543693831930783578e-01,5.652127139544759205e-01,-1.537545176582706119e-01
6.544678426722735365e-01,5.652014233040860702e-01,-1.537765683687829232e-01
6.545663169661425362e-01,5.651901293205884302e-01,-1.537986191117076129e-01
6.546648060769146849e-01,5.651788320135685550e-01,-1.538206698889016122e-01
6.547633100068191991e-01,5.651675313923629762e-01,-1.538427207022257936e-01
6.548618287580858510e-01,5.651562274666305230e-01,-1.538647715534565696e-01
6.549603623329448565e-01,5.651449202455016696e-01,-1.538868224444150112e-01
6.550589107336265426e-01,5.651336097384439539e-01,-1.539088733769526651e-01
6.551574739623617916e-01,5.651222959549851987e-01,-1.539309243528435012e-01
6.552560520213814854e-01,5.651109789042592091e-01,-1.539529753739291573e-01
6.553546449129172835e-01,5.650996585957356322e-01,-1.539750264419992853e-01
6.554532526392008451e-01,5.650883350387639892e-01,-1.539970775588637153e-01
6.555518752024642737e-01,5.650770082425797813e-01,-1.540191287263122100e-01
6.556505126049400056e-01,5.650656782164044101e-01,-1.540411799461611220e-01
6.557491648488608105e-01,5.650543449696381337e-01,-1.540632312202332987e-01
6.558478319364599018e-01,5.650430085114690471e-01,-1.540852825502499746e-01
6.559465138699706044e-01,5.650316688511785035e-01,-1.541073339380858165e-01
6.560452106516267978e-01,5.650203259978522352e-01,-1.541293853854900642e-01
6.561439222836625840e-01,5.650089799608518648e-01,-1.541514368942595858e-01
6.562426487683123977e-01,5.649976307492856620e-01,-1.541734884661823957e-01
6.563413901078110069e-01,5.649862783723058612e-01,-1.541955401030159212e-01
6.564401463043935125e-01,5.649749228391335309e-01,-1.542175918065412932e-01
6.565389173602954598e-01,5.649635641587446022e-01,-1.542396435785867714e-01
6.566377032777527267e-01,5.649522023403791282e-01,-1.542616954208859970e-01
6.567365040590013026e-01,5.649408373930735472e-01,-1.542837473351876543e-01
6.568353197062776205e-01,5.649294693259966360e-01,-1.543057993233143965e-01
6.569341502218186690e-01,5.649180981481108921e-01,-1.543278513869857094e-01
6.570329956078615474e-01,5.649067238684513104e-01,-1.543499035280020137e-01
6.571318558666436882e-01,5.648953464961212756e-01,-1.543719557481050275e-01
6.572307310004028569e-01,5.648839660401361318e-01,-1.543940080490739941e-01
6.573296210113773741e-01,5.648725825094436104e-01,-1.544160604326159925e-01
6.574285259018055605e-01,5.648611959129575810e-01,-1.544381129005269748e-01
6.575274456739264028e-01,5.648498062597537839e-01,-1.544601654545473268e-01
6.576263803299789990e-01,5.648384135587559696e-01,-1.544822180964269265e-01
6.577253298722028907e-01,5.648270178186758361e-01,-1.545042708278835386e-01
6.578242943028378420e-01,5.648156190486510742e-01,-1.545263236506992655e-01
6.579232736241241719e-01,5.648042172574714304e-01,-1.545483765665895959e-01
6.580222678383021995e-01,5.647928124541520267e-01,-1.545704295773195625e-01
6.581212769476129099e-01,5.647814046473349503e-01,-1.545924826845877231e-01
6.582203009542975103e-01,5.647699938459529445e-01,-1.546145358901493405e-01
6.583193398605974300e-01,5.647585800589165483e-01,-1.546365891957056093e-01
6.584183936687546534e-01,5.647471632947813625e-01,-1.546586426030428507e-01
6.585174623810112760e-01,5.647357435624712485e-01,-1.546806961137968117e-01
6.586165459996099480e-01,5.647243208708775386e-01,-1.547027497297653043e-01
6.587156445267934313e-01,5.647128952285302983e-01,-1.547248034526351179e-01
6.588147579648050423e-01,5.647014666442260467e-01,-1.547468572841407264e-01
6.589138863158883197e-01,5.646900351267274409e-01,-1.547689112259572342e-01
6.590130295822870243e-01,5.646786006846931105e-01,-1.547909652798333258e-01
6.591121877662455830e-01,5.646671633269118029e-01,-1.548130194474522381e-01
6.592113608700084226e-01,5.646557230618435286e-01,-1.548350737305564384e-01
6.593105488958204141e-01,5.646442798982194144e-01,-1.548571281307975778e-01
6.594097518459269835e-01,5.646328338447066386e-01,-1.548791826498986668e-01
6.595089697225734460e-01,5.646213849098346005e-01,-1.549012372895773870e-01
6.596082025280060046e-01,5.646099331023037848e-01,-1.549232920515179746e-01
6.597074502644707517e-01,5.645984784305725368e-01,-1.549453469373741343e-01
6.598067129342143344e-01,5.645870209033633236e-01,-1.549674019488798127e-01
6.599059905394836223e-01,5.645755605289437540e-01,-1.549894570877187738e-01
6.600052830825259287e-01,5.645640973160679366e-01,-1.550115123555749486e-01
6.601045905655887891e-01,5.645526312732047636e-01,-1.550335677540832791e-01
6.602039129909202941e-01,5.645411624087565139e-01,-1.550556232849825411e-01
6.603032503607686454e-01,5.645296907312078449e-01,-1.550776789499456465e-01
6.604026026773824887e-01,5.645182162490635092e-01,-1.550997347505952140e-01
6.605019699430106916e-01,5.645067389707021377e-01,-1.551217906886395437e-01
6.606013521599025662e-01,5.644952589045735269e-01,-1.551438467657342557e-01
6.607007493303079793e-01,5.644837760591272513e-01,-1.551659029835815995e-01
6.608001614564765758e-01,5.644722904426798804e-01,-1.551879593438055260e-01
6.608995885406588888e-01,5.644608020636205925e-01,-1.552100158480645142e-01
6.609990305851054515e-01,5.644493109301487177e-01,-1.552320724980427447e-01
6.610984875920673520e-01,5.644378170508433934e-01,-1.552541292953797947e-01
6.611979595637959006e-01,5.644263204339218243e-01,-1.552761862417319505e-01
6.612974465025427406e-01,5.644148210875746807e-01,-1.552982433387369021e-01
6.613969484105599594e-01,5.644033190202768502e-01,-1.553203005880443022e-01
6.614964652900997555e-01,5.643918142400600191e-01,-1.553423579913357500e-01
6.615959971434147713e-01,5.643803067553732067e-01,-1.553644155501711643e-01
6.616955439727583155e-01,5.643687965743445778e-01,-1.553864732662862957e-01
6.617951057803834747e-01,5.643572837050507829e-01,-1.554085311412752579e-01
6.618946825685441127e-01,5.643457681559678196e-01,-1.554305891767848447e-01
6.619942743394943152e-01,5.643342499350925134e-01,-1.554526473743925996e-01
6.620938810954881681e-01,5.643227290505857807e-01,-1.554747057357871165e-01
6.621935028387807565e-01,5.643112055105820035e-01,-1.554967642625696145e-01
6.622931395716268321e-01,5.642996793233000519e-01,-1.555188229563666535e-01
6.623927912962820352e-01,5.642881504967539597e-01,-1.555408818188020459e-01
6.624924580150020059e-01,5.642766190390059444e-01,-1.555629408514948298e-01
6.625921397300427174e-01,5.642650849581922756e-01,-1.555850000560646262e-01
6.626918364436608089e-01,5.642535482623528553e-01,-1.556070594341364965e-01
6.627915481581128088e-01,5.642420089594780697e-01,-1.556291189872521241e-01
6.628912748756559115e-01,5.642304670576282488e-01,-1.556511787171229177e-01
6.629910165985476445e-01,5.642189225648378548e-01,-1.556732386252736300e-01
6.630907733290456463e-01,5.642073754889942450e-01,-1.556952987133242150e-01
6.631905450694081106e-01,5.641958258380996849e-01,-1.557173589829202454e-01
6.632903318218934530e-01,5.641842736201655439e-01,-1.557394194356083172e-01
6.633901335887604223e-01,5.641727188430750717e-01,-1.557614800729668347e-01
6.634899503722683223e-01,5.641611615146124858e-01,-1.557835408966481427e-01
6.635897821746763459e-01,5.641496016428700910e-01,-1.558056019082010024e-01
6.636896289982445740e-01,5.641380392357343565e-01,-1.558276631092287701e-01
6.637894908452330878e-01,5.641264743008619353e-01,-1.558497245012978039e-01
6.638893677179023012e-01,5.641149068462583127e-01,-1.558717860860253102e-01
6.639892596185131834e-01,5.641033368797072622e-01,-1.558938478649376236e-01
6.640891665493267038e-01,5.640917644089973315e-01,-1.559159098396525611e-01
6.641890885126046085e-01,5.640801894419801288e-01,-1.559379720117307633e-01
6.642890255106086439e-01,5.640686119863694836e-01,-1.559600343827262370e-01
6.643889775456008895e-01,5.640570320499682655e-01,-1.559820969542092817e-01
6.644889446198440908e-01,5.640454496404461171e-01,-1.560041597277880832e-01
6.645889267356009933e-01,5.640338647655819271e-01,-1.560262227050012718e-01
6.646889238951348977e-01,5.640222774330329036e-01,-1.560482858873776246e-01
6.647889361007092157e-01,5.640106876505299738e-01,-1.560703492765065925e-01
