omega,Re_G,Im_G
 3.60164770e+00, 1.76084995e-01,-3.20609548e-01
 3.61522674e+00, 1.74882739e-01,-3.20265708e-01
 3.62885698e+00, 1.73683740e-01,-3.19917762e-01
 3.64253860e+00, 1.72488037e-01,-3.19565733e-01
 3.65627181e+00, 1.71295672e-01,-3.19209643e-01
 3.67005679e+00, 1.70106682e-01,-3.18849515e-01
 3.68389375e+00, 1.68921105e-01,-3.18485372e-01
 3.69778288e+00, 1.67738978e-01,-3.18117237e-01
 3.71172437e+00, 1.66560337e-01,-3.17745133e-01
 3.72571842e+00, 1.65385215e-01,-3.17369083e-01
 3.73976524e+00, 1.64213647e-01,-3.16989111e-01
 3.75386501e+00, 1.63045664e-01,-3.16605238e-01
 3.76801795e+00, 1.61881299e-01,-3.16217490e-01
 3.78222424e+00, 1.60720580e-01,-3.15825888e-01
 3.79648409e+00, 1.59563537e-01,-3.15430456e-01
 3.81079771e+00, 1.58410198e-01,-3.15031217e-01
 3.82516530e+00, 1.57260590e-01,-3.14628195e-01
 3.83958705e+00, 1.56114737e-01,-3.14221413e-01
 3.85406317e+00, 1.54972666e-01,-3.13810894e-01
 3.86859388e+00, 1.53834398e-01,-3.13396661e-01
 3.88317937e+00, 1.52699955e-01,-3.12978737e-01
 3.89781984e+00, 1.51569360e-01,-3.12557146e-01
 3.91251552e+00, 1.50442631e-01,-3.12131911e-01
 3.92726660e+00, 1.49319788e-01,-3.11703055e-01
 3.94207330e+00, 1.48200848e-01,-3.11270600e-01
 3.95693582e+00, 1.47085826e-01,-3.10834571e-01
 3.97185438e+00, 1.45974739e-01,-3.10394989e-01
 3.98682919e+00, 1.44867601e-01,-3.09951878e-01
 4.00186045e+00, 1.43764423e-01,-3.09505261e-01
 4.01694838e+00, 1.42665219e-01,-3.09055160e-01
 4.03209320e+00, 1.41569997e-01,-3.08601598e-01
 4.04729512e+00, 1.40478769e-01,-3.08144598e-01
 4.06255435e+00, 1.39391542e-01,-3.07684182e-01
 4.07787112e+00, 1.38308324e-01,-3.07220373e-01
 4.09324563e+00, 1.37229120e-01,-3.06753193e-01
 4.10867810e+00, 1.36153935e-01,-3.06282664e-01
 4.12416876e+00, 1.35082774e-01,-3.05808808e-01
 4.13971783e+00, 1.34015638e-01,-3.05331648e-01
 4.15532552e+00, 1.32952531e-01,-3.04851206e-01
 4.17099205e+00, 1.31893451e-01,-3.04367503e-01
 4.18671765e+00, 1.30838400e-01,-3.03880561e-01
 4.20250254e+00, 1.29787375e-01,-3.03390402e-01
 4.21834694e+00, 1.28740374e-01,-3.02897047e-01
 4.23425107e+00, 1.27697393e-01,-3.02400519e-01
 4.25021517e+00, 1.26658429e-01,-3.01900837e-01
 4.26623946e+00, 1.25623475e-01,-3.01398024e-01
 4.28232416e+00, 1.24592525e-01,-3.00892100e-01
 4.29846951e+00, 1.23565571e-01,-3.00383087e-01
 4.31467573e+00, 1.22542606e-01,-2.99871006e-01
 4.33094305e+00, 1.21523620e-01,-2.99355876e-01
 4.34727170e+00, 1.20508603e-01,-2.98837720e-01
 4.36366191e+00, 1.19497544e-01,-2.98316556e-01
 4.38011392e+00, 1.18490431e-01,-2.97792407e-01
 4.39662796e+00, 1.17487251e-01,-2.97265292e-01
 4.41320426e+00, 1.16487992e-01,-2.96735231e-01
 4.42984305e+00, 1.15492638e-01,-2.96202245e-01
 4.44654458e+00, 1.14501176e-01,-2.95666353e-01
 4.46330907e+00, 1.13513588e-01,-2.95127576e-01
 4.48013677e+00, 1.12529859e-01,-2.94585933e-01
 4.49702792e+00, 1.11549972e-01,-2.94041443e-01
 4.51398275e+00, 1.10573908e-01,-2.93494127e-01
 4.53100150e+00, 1.09601649e-01,-2.92944004e-01
 4.54808442e+00, 1.08633177e-01,-2.92391093e-01
 4.56523174e+00, 1.07668471e-01,-2.91835414e-01
 4.58244371e+00, 1.06707511e-01,-2.91276985e-01
 4.59972058e+00, 1.05750278e-01,-2.90715826e-01
 4.61706258e+00, 1.04796748e-01,-2.90151956e-01
 4.63446997e+00, 1.03846901e-01,-2.89585393e-01
 4.65194299e+00, 1.02900715e-01,-2.89016157e-01
 4.66948188e+00, 1.01958167e-01,-2.88444267e-01
 4.68708690e+00, 1.01019234e-01,-2.87869740e-01
 4.70475830e+00, 1.00083892e-01,-2.87292597e-01
 4.72249632e+00, 9.91521180e-02,-2.86712855e-01
 4.74030121e+00, 9.82238881e-02,-2.86130532e-01
 4.75817324e+00, 9.72991778e-02,-2.85545648e-01
 4.77611265e+00, 9.63779627e-02,-2.84958221e-01
 4.79411969e+00, 9.54602179e-02,-2.84368269e-01
 4.81219462e+00, 9.45459185e-02,-2.83775810e-01
 4.83033770e+00, 9.36350395e-02,-2.83180864e-01
 4.84854918e+00, 9.27275556e-02,-2.82583447e-01
 4.86682933e+00, 9.18234415e-02,-2.81983579e-01
 4.88517839e+00, 9.09226716e-02,-2.81381277e-01
 4.90359664e+00, 9.00252207e-02,-2.80776561e-01
 4.92208433e+00, 8.91310631e-02,-2.80169447e-01
 4.94064172e+00, 8.82401735e-02,-2.79559955e-01
 4.95926907e+00, 8.73525263e-02,-2.78948103e-01
 4.97796665e+00, 8.64680964e-02,-2.78333908e-01
 4.99673473e+00, 8.55868583e-02,-2.77717390e-01
 5.01557357e+00, 8.47087869e-02,-2.77098566e-01
 5.03448344e+00, 8.38338573e-02,-2.76477455e-01
 5.05346460e+00, 8.29620448e-02,-2.75854076e-01
 5.07251732e+00, 8.20933246e-02,-2.75228446e-01
 5.09164188e+00, 8.12276725e-02,-2.74600584e-01
 5.11083854e+00, 8.03650643e-02,-2.73970509e-01
 5.13010757e+00, 7.95054764e-02,-2.73338239e-01
 5.14944926e+00, 7.86488851e-02,-2.72703793e-01
 5.16886386e+00, 7.77952675e-02,-2.72067190e-01
 5.18835167e+00, 7.69446007e-02,-2.71428448e-01
 5.20791295e+00, 7.60968624e-02,-2.70787587e-01
 5.22754798e+00, 7.52520307e-02,-2.70144625e-01
 5.24725703e+00, 7.44100840e-02,-2.69499582e-01
 5.26704040e+00, 7.35710013e-02,-2.68852476e-01
 5.28689835e+00, 7.27347621e-02,-2.68203328e-01
 5.30683117e+00, 7.19013463e-02,-2.67552156e-01
 5.32683915e+00, 7.10707345e-02,-2.66898981e-01
 5.34692256e+00, 7.02429078e-02,-2.66243821e-01
 5.36708168e+00, 6.94178477e-02,-2.65586697e-01
 5.38731681e+00, 6.85955365e-02,-2.64927629e-01
 5.40762824e+00, 6.77759572e-02,-2.64266637e-01
 5.42801624e+00, 6.69590931e-02,-2.63603741e-01
 5.44848111e+00, 6.61449284e-02,-2.62938961e-01
 5.46902313e+00, 6.53334481e-02,-2.62272319e-01
 5.48964261e+00, 6.45246375e-02,-2.61603835e-01
 5.51033982e+00, 6.37184829e-02,-2.60933531e-01
 5.53111507e+00, 6.29149713e-02,-2.60261426e-01
 5.55196864e+00, 6.21140903e-02,-2.59587543e-01
 5.57290084e+00, 6.13158284e-02,-2.58911904e-01
 5.59391196e+00, 6.05201748e-02,-2.58234529e-01
 5.61500229e+00, 5.97271195e-02,-2.57555441e-01
 5.63617214e+00, 5.89366531e-02,-2.56874663e-01
 5.65742181e+00, 5.81487673e-02,-2.56192215e-01
 5.67875159e+00, 5.73634545e-02,-2.55508122e-01
 5.70016179e+00, 5.65807078e-02,-2.54822406e-01
 5.72165271e+00, 5.58005212e-02,-2.54135089e-01
 5.74322465e+00, 5.50228896e-02,-2.53446195e-01
 5.76487793e+00, 5.42478087e-02,-2.52755748e-01
 5.78661284e+00, 5.34752750e-02,-2.52063772e-01
 5.80842970e+00, 5.27052859e-02,-2.51370289e-01
 5.83032882e+00, 5.19378397e-02,-2.50675325e-01
 5.85231050e+00, 5.11729353e-02,-2.49978903e-01
 5.87437506e+00, 5.04105729e-02,-2.49281049e-01
 5.89652280e+00, 4.96507531e-02,-2.48581788e-01
 5.91875405e+00, 4.88934778e-02,-2.47881143e-01
 5.94106911e+00, 4.81387493e-02,-2.47179142e-01
 5.96346831e+00, 4.73865712e-02,-2.46475808e-01
 5.98595195e+00, 4.66369476e-02,-2.45771169e-01
 6.00852037e+00, 4.58898837e-02,-2.45065251e-01
 6.03117387e+00, 4.51453854e-02,-2.44358079e-01
 6.05391278e+00, 4.44034596e-02,-2.43649680e-01
 6.07673742e+00, 4.36641138e-02,-2.42940081e-01
 6.09964812e+00, 4.29273566e-02,-2.42229310e-01
 6.12264520e+00, 4.21931973e-02,-2.41517393e-01
 6.14572898e+00, 4.14616459e-02,-2.40804358e-01
 6.16889979e+00, 4.07327133e-02,-2.40090233e-01
 6.19215796e+00, 4.00064114e-02,-2.39375046e-01
 6.21550382e+00, 3.92827525e-02,-2.38658825e-01
 6.23893769e+00, 3.85617499e-02,-2.37941598e-01
 6.26245992e+00, 3.78434177e-02,-2.37223395e-01
 6.28607084e+00, 3.71277707e-02,-2.36504244e-01
 6.30977077e+00, 3.64148242e-02,-2.35784174e-01
 6.33356005e+00, 3.57045945e-02,-2.35063215e-01
 6.35743903e+00, 3.49970986e-02,-2.34341397e-01
 6.38140804e+00, 3.42923540e-02,-2.33618748e-01
 6.40546741e+00, 3.35903789e-02,-2.32895300e-01
 6.42961750e+00, 3.28911923e-02,-2.32171082e-01
 6.45385863e+00, 3.21948137e-02,-2.31446124e-01
 6.47819116e+00, 3.15012631e-02,-2.30720457e-01
 6.50261543e+00, 3.08105613e-02,-2.29994113e-01
 6.52713179e+00, 3.01227295e-02,-2.29267121e-01
 6.55174058e+00, 2.94377896e-02,-2.28539513e-01
 6.57644214e+00, 2.87557637e-02,-2.27811320e-01
 6.60123684e+00, 2.80766749e-02,-2.27082573e-01
 6.62612502e+00, 2.74005462e-02,-2.26353304e-01
 6.65110704e+00, 2.67274014e-02,-2.25623545e-01
 6.67618324e+00, 2.60572646e-02,-2.24893327e-01
 6.70135398e+00, 2.53901604e-02,-2.24162681e-01
 6.72661963e+00, 2.47261136e-02,-2.23431641e-01
 6.75198053e+00, 2.40651494e-02,-2.22700238e-01
 6.77743705e+00, 2.34072933e-02,-2.21968503e-01
 6.80298955e+00, 2.27525712e-02,-2.21236471e-01
 6.82863838e+00, 2.21010090e-02,-2.20504171e-01
 6.85438392e+00, 2.14526330e-02,-2.19771638e-01
 6.88022652e+00, 2.08074698e-02,-2.19038903e-01
 6.90616655e+00, 2.01655458e-02,-2.18305998e-01
 6.93220439e+00, 1.95268878e-02,-2.17572956e-01
 6.95834039e+00, 1.88915228e-02,-2.16839810e-01
 6.98457494e+00, 1.82594775e-02,-2.16106591e-01
 7.01090839e+00, 1.76307789e-02,-2.15373333e-01
 7.03734113e+00, 1.70054541e-02,-2.14640066e-01
 7.06387352e+00, 1.63835298e-02,-2.13906825e-01
 7.09050595e+00, 1.57650330e-02,-2.13173640e-01
 7.11723878e+00, 1.51499905e-02,-2.12440545e-01
 7.14407241e+00, 1.45384288e-02,-2.11707570e-01
 7.17100720e+00, 1.39303746e-02,-2.10974749e-01
 7.19804355e+00, 1.33258540e-02,-2.10242112e-01
 7.22518183e+00, 1.27248932e-02,-2.09509692e-01
 7.25242242e+00, 1.21275180e-02,-2.08777520e-01
 7.27976572e+00, 1.15337540e-02,-2.08045628e-01
 7.30721211e+00, 1.09436263e-02,-2.07314046e-01
 7.33476198e+00, 1.03571599e-02,-2.06582806e-01
 7.36241572e+00, 9.77437922e-03,-2.05851939e-01
 7.39017372e+00, 9.19530834e-03,-2.05121474e-01
 7.41803637e+00, 8.61997090e-03,-2.04391444e-01
 7.44600408e+00, 8.04839004e-03,-2.03661877e-01
 7.47407722e+00, 7.48058838e-03,-2.02932803e-01
 7.50225621e+00, 6.91658802e-03,-2.02204253e-01
 7.53054144e+00, 6.35641048e-03,-2.01476255e-01
 7.55893332e+00, 5.80007665e-03,-2.00748838e-01
 7.58743223e+00, 5.24760683e-03,-2.00022031e-01
 7.61603860e+00, 4.69902061e-03,-1.99295863e-01
 7.64475281e+00, 4.15433692e-03,-1.98570360e-01
 7.67357529e+00, 3.61357394e-03,-1.97845551e-01
 7.70250643e+00, 3.07674912e-03,-1.97121463e-01
 7.73154665e+00, 2.54387911e-03,-1.96398123e-01
 7.76069636e+00, 2.01497976e-03,-1.95675556e-01
 7.78995597e+00, 1.49006609e-03,-1.94953789e-01
 7.81932589e+00, 9.69152248e-04,-1.94232847e-01
 7.84880655e+00, 4.52251506e-04,-1.93512755e-01
 7.87839835e+00,-6.06237843e-05,-1.92793538e-01
 7.90810172e+00,-5.69462205e-04,-1.92075219e-01
 7.93791709e+00,-1.07425330e-03,-1.91357821e-01
 7.96784486e+00,-1.57498759e-03,-1.90641369e-01
 7.99788546e+00,-2.07165662e-03,-1.89925883e-01
 8.02803933e+00,-2.56425294e-03,-1.89211386e-01
 8.05830688e+00,-3.05277015e-03,-1.88497899e-01
 8.08868855e+00,-3.53720294e-03,-1.87785442e-01
 8.11918477e+00,-4.01754705e-03,-1.87074036e-01
 8.14979596e+00,-4.49379935e-03,-1.86363699e-01
 8.18052256e+00,-4.96595783e-03,-1.85654451e-01
 8.21136502e+00,-5.43402160e-03,-1.84946310e-01
 8.24232375e+00,-5.89799094e-03,-1.84239292e-01
 8.27339920e+00,-6.35786728e-03,-1.83533414e-01
 8.30459182e+00,-6.81365324e-03,-1.82828693e-01
 8.33590204e+00,-7.26535264e-03,-1.82125144e-01
 8.36733031e+00,-7.71297046e-03,-1.81422781e-01
 8.39887707e+00,-8.15651295e-03,-1.80721619e-01
 8.43054276e+00,-8.59598754e-03,-1.80021669e-01
 8.46232785e+00,-9.03140289e-03,-1.79322945e-01
 8.49423277e+00,-9.46276892e-03,-1.78625458e-01
 8.52625798e+00,-9.89009676e-03,-1.77929219e-01
 8.55840393e+00,-1.03133988e-02,-1.77234237e-01
 8.59067108e+00,-1.07326887e-02,-1.76540522e-01
 8.62305988e+00,-1.11479813e-02,-1.75848083e-01
 8.65557080e+00,-1.15592928e-02,-1.75156926e-01
 8.68820429e+00,-1.19666405e-02,-1.74467059e-01
 8.72096082e+00,-1.23700432e-02,-1.73778487e-01
 8.75384085e+00,-1.27695205e-02,-1.73091215e-01
 8.78684484e+00,-1.31650938e-02,-1.72405248e-01
 8.81997327e+00,-1.35567853e-02,-1.71720589e-01
 8.85322659e+00,-1.39446186e-02,-1.71037240e-01
 8.88660529e+00,-1.43286185e-02,-1.70355202e-01
 8.92010984e+00,-1.47088110e-02,-1.69674477e-01
 8.95374070e+00,-1.50852234e-02,-1.68995064e-01
 8.98749836e+00,-1.54578841e-02,-1.68316962e-01
 9.02138329e+00,-1.58268225e-02,-1.67640169e-01
 9.05539598e+00,-1.61920696e-02,-1.66964682e-01
 9.08953691e+00,-1.65536571e-02,-1.66290498e-01
 9.12380655e+00,-1.69116182e-02,-1.65617610e-01
 9.15820540e+00,-1.72659868e-02,-1.64946015e-01
 9.19273394e+00,-1.76167983e-02,-1.64275705e-01
 9.22739266e+00,-1.79640890e-02,-1.63606673e-01
 9.26218205e+00,-1.83078961e-02,-1.62938910e-01
 9.29710261e+00,-1.86482581e-02,-1.62272408e-01
 9.33215482e+00,-1.89852145e-02,-1.61607155e-01
 9.36733919e+00,-1.93188054e-02,-1.60943141e-01
 9.40265621e+00,-1.96490722e-02,-1.60280355e-01
 9.43810638e+00,-1.99760573e-02,-1.59618782e-01
 9.47369021e+00,-2.02998036e-02,-1.58958409e-01
 9.50940820e+00,-2.06203553e-02,-1.58299222e-01
 9.54526086e+00,-2.09377571e-02,-1.57641204e-01
 9.58124869e+00,-2.12520547e-02,-1.56984340e-01
 9.61737220e+00,-2.15632945e-02,-1.56328612e-01
 9.65363190e+00,-2.18715236e-02,-1.55674001e-01
 9.69002831e+00,-2.21767899e-02,-1.55020489e-01
 9.72656195e+00,-2.24791418e-02,-1.54368056e-01
 9.76323332e+00,-2.27786285e-02,-1.53716681e-01
 9.80004295e+00,-2.30752998e-02,-1.53066341e-01
 9.83699137e+00,-2.33692058e-02,-1.52417016e-01
 9.87407909e+00,-2.36603974e-02,-1.51768680e-01
 9.91130663e+00,-2.39489257e-02,-1.51121311e-01
 9.94867454e+00,-2.42348425e-02,-1.50474884e-01
 9.98618333e+00,-2.45181998e-02,-1.49829372e-01
 1.00238335e+01,-2.47990499e-02,-1.49184749e-01
 1.00616257e+01,-2.50774455e-02,-1.48540988e-01
 1.00995603e+01,-2.53534396e-02,-1.47898062e-01
 1.01376380e+01,-2.56270852e-02,-1.47255940e-01
 1.01758592e+01,-2.58984356e-02,-1.46614595e-01
 1.02142246e+01,-2.61675442e-02,-1.45973996e-01
 1.02527345e+01,-2.64344645e-02,-1.45334111e-01
 1.02913897e+01,-2.66992498e-02,-1.44694910e-01
 1.03301906e+01,-2.69619536e-02,-1.44056361e-01
 1.03691378e+01,-2.72226292e-02,-1.43418431e-01
 1.04082318e+01,-2.74813297e-02,-1.42781087e-01
 1.04474732e+01,-2.77381083e-02,-1.42144294e-01
 1.04868626e+01,-2.79930175e-02,-1.41508019e-01
 1.05264005e+01,-2.82461098e-02,-1.40872226e-01
 1.05660875e+01,-2.84974375e-02,-1.40236880e-01
 1.06059240e+01,-2.87470521e-02,-1.39601946e-01
 1.06459108e+01,-2.89950050e-02,-1.38967386e-01
 1.06860483e+01,-2.92413468e-02,-1.38333163e-01
 1.07263372e+01,-2.94861280e-02,-1.37699242e-01
 1.07667780e+01,-2.97293979e-02,-1.37065583e-01
 1.08073712e+01,-2.99712057e-02,-1.36432148e-01
 1.08481175e+01,-3.02115995e-02,-1.35798901e-01
 1.08890173e+01,-3.04506268e-02,-1.35165800e-01
 1.09300714e+01,-3.06883343e-02,-1.34532809e-01
 1.09712803e+01,-3.09247678e-02,-1.33899887e-01
 1.10126446e+01,-3.11599722e-02,-1.33266995e-01
 1.10541648e+01,-3.13939913e-02,-1.32634093e-01
 1.10958415e+01,-3.16268682e-02,-1.32001141e-01
 1.11376754e+01,-3.18586445e-02,-1.31368100e-01
 1.11796670e+01,-3.20893610e-02,-1.30734930e-01
 1.12218169e+01,-3.23190573e-02,-1.30101589e-01
 1.12641257e+01,-3.25477715e-02,-1.29468039e-01
 1.13065941e+01,-3.27755407e-02,-1.28834238e-01
 1.13492225e+01,-3.30024007e-02,-1.28200146e-01
 1.13920117e+01,-3.32283857e-02,-1.27565724e-01
 1.14349622e+01,-3.34535287e-02,-1.26930930e-01
 1.14780747e+01,-3.36778611e-02,-1.26295726e-01
 1.15213496e+01,-3.39014128e-02,-1.25660071e-01
 1.15647878e+01,-3.41242122e-02,-1.25023925e-01
 1.16083897e+01,-3.43462862e-02,-1.24387249e-01
 1.16521560e+01,-3.45676598e-02,-1.23750004e-01
 1.16960873e+01,-3.47883565e-02,-1.23112151e-01
 1.17401842e+01,-3.50083979e-02,-1.22473650e-01
 1.17844474e+01,-3.52278042e-02,-1.21834465e-01
 1.18288775e+01,-3.54465933e-02,-1.21194556e-01
 1.18734751e+01,-3.56647817e-02,-1.20553886e-01
 1.19182408e+01,-3.58823837e-02,-1.19912419e-01
 1.19631753e+01,-3.60994118e-02,-1.19270116e-01
 1.20082792e+01,-3.63158766e-02,-1.18626944e-01
 1.20535532e+01,-3.65317866e-02,-1.17982865e-01
 1.20989979e+01,-3.67471484e-02,-1.17337845e-01
 1.21446139e+01,-3.69619664e-02,-1.16691850e-01
 1.21904019e+01,-3.71762432e-02,-1.16044846e-01
 1.22363625e+01,-3.73899789e-02,-1.15396800e-01
 1.22824964e+01,-3.76031718e-02,-1.14747679e-01
 1.23288042e+01,-3.78158178e-02,-1.14097453e-01
 1.23752866e+01,-3.80279109e-02,-1.13446090e-01
 1.24219443e+01,-3.82394426e-02,-1.12793561e-01
 1.24687779e+01,-3.84504024e-02,-1.12139836e-01
 1.25157881e+01,-3.86607775e-02,-1.11484888e-01
 1.25629755e+01,-3.88705527e-02,-1.10828690e-01
 1.26103408e+01,-3.90797107e-02,-1.10171215e-01
 1.26578846e+01,-3.92882320e-02,-1.09512437e-01
 1.27056078e+01,-3.94960944e-02,-1.08852333e-01
 1.27535108e+01,-3.97032740e-02,-1.08190880e-01
 1.28015945e+01,-3.99097439e-02,-1.07528056e-01
 1.28498595e+01,-4.01154756e-02,-1.06863840e-01
 1.28983064e+01,-4.03204376e-02,-1.06198211e-01
 1.29469360e+01,-4.05245966e-02,-1.05531152e-01
 1.29957489e+01,-4.07279167e-02,-1.04862646e-01
 1.30447458e+01,-4.09303597e-02,-1.04192675e-01
 1.30939275e+01,-4.11318853e-02,-1.03521226e-01
 1.31432947e+01,-4.13324505e-02,-1.02848285e-01
 1.31928479e+01,-4.15320104e-02,-1.02173840e-01
 1.32425880e+01,-4.17305176e-02,-1.01497879e-01
 1.32925156e+01,-4.19279224e-02,-1.00820395e-01
 1.33426314e+01,-4.21241729e-02,-1.00141378e-01
 1.33929362e+01,-4.23192149e-02,-9.94608234e-02
 1.34434306e+01,-4.25129921e-02,-9.87787247e-02
 1.34941155e+01,-4.27054457e-02,-9.80950790e-02
 1.35449914e+01,-4.28965151e-02,-9.74098844e-02
 1.35960591e+01,-4.30861373e-02,-9.67231404e-02
 1.36473194e+01,-4.32742471e-02,-9.60348482e-02
 1.36987729e+01,-4.34607773e-02,-9.53450106e-02
 1.37504204e+01,-4.36456587e-02,-9.46536321e-02
 1.38022627e+01,-4.38288199e-02,-9.39607187e-02
 1.38543004e+01,-4.40101875e-02,-9.32662781e-02
 1.39065343e+01,-4.41896862e-02,-9.25703198e-02
 1.39589651e+01,-4.43672388e-02,-9.18728548e-02
 1.40115936e+01,-4.45427661e-02,-9.11738959e-02
 1.40644205e+01,-4.47161870e-02,-9.04734578e-02
 1.41174466e+01,-4.48874188e-02,-8.97715568e-02
 1.41706727e+01,-4.50563768e-02,-8.90682108e-02
 1.42240994e+01,-4.52229748e-02,-8.83634400e-02
 1.42777275e+01,-4.53871248e-02,-8.76572658e-02
 1.43315578e+01,-4.55487372e-02,-8.69497117e-02
 1.43855911e+01,-4.57077208e-02,-8.62408032e-02
 1.44398280e+01,-4.58639832e-02,-8.55305672e-02
 1.44942695e+01,-4.60174301e-02,-8.48190328e-02
 1.45489162e+01,-4.61679661e-02,-8.41062308e-02
 1.46037690e+01,-4.63154945e-02,-8.33921938e-02
 1.46588286e+01,-4.64599173e-02,-8.26769565e-02
 1.47140957e+01,-4.66011351e-02,-8.19605551e-02
 1.47695712e+01,-4.67390476e-02,-8.12430281e-02
 1.48252559e+01,-4.68735536e-02,-8.05244155e-02
 1.48811505e+01,-4.70045504e-02,-7.98047594e-02
 1.49372559e+01,-4.71319349e-02,-7.90841037e-02
 1.49935728e+01,-4.72556029e-02,-7.83624942e-02
 1.50501020e+01,-4.73754495e-02,-7.76399786e-02
 1.51068443e+01,-4.74913690e-02,-7.69166064e-02
 1.51638006e+01,-4.76032552e-02,-7.61924290e-02
 1.52209716e+01,-4.77110015e-02,-7.54674997e-02
 1.52783582e+01,-4.78145004e-02,-7.47418737e-02
 1.53359611e+01,-4.79136446e-02,-7.40156080e-02
 1.53937812e+01,-4.80083260e-02,-7.32887614e-02
 1.54518193e+01,-4.80984366e-02,-7.25613947e-02
 1.55100762e+01,-4.81838681e-02,-7.18335702e-02
 1.55685528e+01,-4.82645123e-02,-7.11053525e-02
 1.56272498e+01,-4.83402610e-02,-7.03768076e-02
 1.56861681e+01,-4.84110060e-02,-6.96480035e-02
 1.57453086e+01,-4.84766396e-02,-6.89190098e-02
 1.58046720e+01,-4.85370541e-02,-6.81898980e-02
 1.58642593e+01,-4.85921425e-02,-6.74607414e-02
 1.59240712e+01,-4.86417980e-02,-6.67316149e-02
 1.59841086e+01,-4.86859146e-02,-6.60025950e-02
 1.60443723e+01,-4.87243869e-02,-6.52737602e-02
 1.61048633e+01,-4.87571102e-02,-6.45451904e-02
 1.61655823e+01,-4.87839807e-02,-6.38169673e-02
 1.62265303e+01,-4.88048956e-02,-6.30891740e-02
 1.62877081e+01,-4.88197532e-02,-6.23618954e-02
 1.63491165e+01,-4.88284527e-02,-6.16352179e-02
 1.64107564e+01,-4.88308946e-02,-6.09092294e-02
 1.64726287e+01,-4.88269810e-02,-6.01840194e-02
 1.65347343e+01,-4.88166150e-02,-5.94596787e-02
 1.65970741e+01,-4.87997015e-02,-5.87362996e-02
 1.66596488e+01,-4.87761469e-02,-5.80139761e-02
 1.67224595e+01,-4.87458593e-02,-5.72928032e-02
 1.67855071e+01,-4.87087485e-02,-5.65728773e-02
 1.68487923e+01,-4.86647263e-02,-5.58542964e-02
 1.69123161e+01,-4.86137064e-02,-5.51371595e-02
 1.69760794e+01,-4.85556046e-02,-5.44215669e-02
 1.70400831e+01,-4.84903388e-02,-5.37076202e-02
 1.71043282e+01,-4.84178291e-02,-5.29954219e-02
 1.71688154e+01,-4.83379980e-02,-5.22850760e-02
 1.72335458e+01,-4.82507704e-02,-5.15766874e-02
 1.72985202e+01,-4.81560737e-02,-5.08703618e-02
 1.73637396e+01,-4.80538379e-02,-5.01662063e-02
 1.74292049e+01,-4.79439955e-02,-4.94643288e-02
 1.74949170e+01,-4.78264821e-02,-4.87648379e-02
 1.75608769e+01,-4.77012357e-02,-4.80678434e-02
 1.76270854e+01,-4.75681976e-02,-4.73734556e-02
 1.76935436e+01,-4.74273118e-02,-4.66817859e-02
 1.77602523e+01,-4.72785256e-02,-4.59929460e-02
 1.78272125e+01,-4.71217894e-02,-4.53070488e-02
 1.78944252e+01,-4.69570567e-02,-4.46242073e-02
 1.79618913e+01,-4.67842845e-02,-4.39445353e-02
 1.80296118e+01,-4.66034329e-02,-4.32681473e-02
 1.80975876e+01,-4.64144657e-02,-4.25951579e-02
 1.81658196e+01,-4.62173502e-02,-4.19256824e-02
 1.82343090e+01,-4.60120570e-02,-4.12598363e-02
 1.83030565e+01,-4.57985606e-02,-4.05977355e-02
 1.83720632e+01,-4.55768391e-02,-3.99394962e-02
 1.84413301e+01,-4.53468745e-02,-3.92852346e-02
 1.85108582e+01,-4.51086524e-02,-3.86350672e-02
 1.85806484e+01,-4.48621625e-02,-3.79891105e-02
 1.86507017e+01,-4.46073983e-02,-3.73474813e-02
 1.87210191e+01,-4.43443573e-02,-3.67102959e-02
 1.87916017e+01,-4.40730410e-02,-3.60776710e-02
 1.88624503e+01,-4.37934551e-02,-3.54497229e-02
 1.89335661e+01,-4.35056093e-02,-3.48265676e-02
 1.90049500e+01,-4.32095175e-02,-3.42083212e-02
 1.90766030e+01,-4.29051979e-02,-3.35950992e-02
 1.91485262e+01,-4.25926728e-02,-3.29870168e-02
 1.92207205e+01,-4.22719687e-02,-3.23841888e-02
 1.92931871e+01,-4.19431168e-02,-3.17867294e-02
 1.93659268e+01,-4.16061522e-02,-3.11947526e-02
 1.94389408e+01,-4.12611145e-02,-3.06083713e-02
 1.95122301e+01,-4.09080478e-02,-3.00276981e-02
 1.95857957e+01,-4.05470005e-02,-2.94528447e-02
 1.96596386e+01,-4.01780254e-02,-2.88839220e-02
 1.97337600e+01,-3.98011797e-02,-2.83210403e-02
 1.98081608e+01,-3.94165253e-02,-2.77643088e-02
 1.98828421e+01,-3.90241281e-02,-2.72138356e-02
 1.99578050e+01,-3.86240589e-02,-2.66697280e-02
 2.00330505e+01,-3.82163926e-02,-2.61320923e-02
 2.01085797e+01,-3.78012088e-02,-2.56010333e-02
 2.01843937e+01,-3.73785916e-02,-2.50766550e-02
 2.02604935e+01,-3.69486292e-02,-2.45590599e-02
 2.03368802e+01,-3.65114146e-02,-2.40483493e-02
 2.04135549e+01,-3.60670449e-02,-2.35446230e-02
 2.04905187e+01,-3.56156220e-02,-2.30479794e-02
 2.05677727e+01,-3.51572517e-02,-2.25585157e-02
 2.06453179e+01,-3.46920446e-02,-2.20763271e-02
 2.07231555e+01,-3.42201154e-02,-2.16015076e-02
