omega,Re_G_variance,Im_G_variance
1.070851530026116727e+01,2.651073625770561962e-12,2.227394135321158838e-12
1.071012655357848331e+01,2.651078086218435259e-12,2.227367450824908463e-12
1.071173804933250295e+01,2.651082548172696136e-12,2.227340759855612346e-12
1.071334978755972500e+01,2.651087011271811736e-12,2.227314062159674198e-12
1.071496176829661096e+01,2.651091474928287529e-12,2.227287357395480139e-12
1.071657399157967205e+01,2.651095940226736225e-12,2.227260646246631130e-12
1.071818645744538046e+01,2.651100406195529990e-12,2.227233928221356179e-12
1.071979916593025806e+01,2.651104873772409717e-12,2.227207203790956790e-12
1.072141211707078945e+01,2.651109341872764313e-12,2.227180472318691701e-12
1.072302531090350897e+01,2.651113810541787809e-12,2.227153734042864862e-12
1.072463874746490831e+01,2.651118280717222715e-12,2.227126989269082351e-12
1.072625242679152180e+01,2.651122751280561708e-12,2.227100237443459103e-12
1.072786634891988911e+01,2.651127222875797205e-12,2.227073479052818372e-12
1.072948051388651969e+01,2.651131696282502102e-12,2.227046714366514481e-12
1.073109492172797630e+01,2.651136169478316333e-12,2.227019942349158429e-12
1.073270957248077728e+01,2.651140644350027969e-12,2.226993164020851723e-12
1.073432446618149783e+01,2.651145119315901274e-12,2.226966378615446594e-12
1.073593960286667048e+01,2.651149596036765073e-12,2.226939586956285424e-12
1.073755498257287577e+01,2.651154072501550232e-12,2.226912787951052382e-12
1.073917060533665868e+01,2.651158551139363902e-12,2.226885982961531117e-12
1.074078647119461394e+01,2.651163030040817967e-12,2.226859171102507508e-12
1.074240258018329541e+01,2.651167509228510451e-12,2.226832352073825258e-12
1.074401893233930849e+01,2.651171989888752850e-12,2.226805526848944278e-12
1.074563552769921948e+01,2.651176471309761094e-12,2.226778694853305237e-12
1.074725236629964265e+01,2.651180952870135539e-12,2.226751855838527364e-12
1.074886944817715673e+01,2.651185435552822419e-12,2.226725010374230738e-12
1.075048677336838665e+01,2.651189919222245700e-12,2.226698158279334293e-12
1.075210434190992004e+01,2.651194403742828543e-12,2.226671299522898324e-12
1.075372215383839780e+01,2.651198888493169686e-12,2.226644433980796060e-12
1.075534020919041645e+01,2.651203373676637623e-12,2.226617561570320344e-12
1.075695850800262399e+01,2.651207860242289225e-12,2.226590682819655079e-12
1.075857705031163292e+01,2.651212346540578523e-12,2.226563796967899922e-12
1.076019583615409125e+01,2.651216835034532323e-12,2.226536905309427338e-12
1.076181486556665234e+01,2.651221323023861926e-12,2.226510006172196327e-12
1.076343413858594467e+01,2.651225811717485736e-12,2.226483100596902287e-12
1.076505365524864111e+01,2.651230300923333871e-12,2.226456188288583031e-12
1.076667341559138258e+01,2.651234791172429222e-12,2.226429269521736911e-12
1.076829341965085440e+01,2.651239282284000917e-12,2.226402344363781570e-12
1.076991366746370460e+01,2.651243773083022742e-12,2.226375411991729248e-12
1.077153415906663447e+01,2.651248265298143444e-12,2.226348473575657618e-12
1.077315489449630270e+01,2.651252756974747756e-12,2.226321527925035269e-12
1.077477587378941770e+01,2.651257250236930076e-12,2.226294576054626214e-12
1.077639709698265058e+01,2.651261743480323117e-12,2.226267617379585487e-12
1.077801856411272219e+01,2.651266237394129081e-12,2.226240652231342305e-12
1.077964027521631429e+01,2.651270731458623280e-12,2.226213680283892593e-12
1.078126223033015663e+01,2.651275227120003384e-12,2.226186702360435752e-12
1.078288442949094517e+01,2.651279722152482673e-12,2.226159717053067970e-12
1.078450687273541853e+01,2.651284218103946294e-12,2.226132725661226578e-12
1.078612956010028512e+01,2.651288714138310941e-12,2.226105727393026695e-12
1.078775249162229422e+01,2.651293210617127244e-12,2.226078722605769957e-12
1.078937566733816489e+01,2.651297707834157411e-12,2.226051711506634006e-12
1.079099908728465884e+01,2.651302205100195202e-12,2.226024693453866840e-12
1.079262275149850225e+01,2.651306703104448877e-12,2.225997669084288075e-12
1.079424666001646038e+01,2.651311201553159458e-12,2.225970638278959800e-12
1.079587081287530559e+01,2.651315699621536998e-12,2.225943600618724800e-12
1.079749521011177649e+01,2.651320199094745907e-12,2.225916556890499622e-12
1.079911985176266676e+01,2.651324698097234925e-12,2.225889506250675151e-12
1.080074473786473099e+01,2.651329197815348264e-12,2.225862449222174534e-12
1.080236986845477176e+01,2.651333697695460160e-12,2.225835385634304931e-12
1.080399524356955432e+01,2.651338197692375775e-12,2.225808315476836444e-12
1.080562086324589366e+01,2.651342698382322532e-12,2.225781239112217565e-12
1.080724672752056392e+01,2.651347199132582388e-12,2.225754155981550870e-12
1.080887283643039254e+01,2.651351699751079400e-12,2.225727066395524669e-12
1.081049919001216431e+01,2.651356200757547950e-12,2.225699970349083386e-12
1.081212578830271553e+01,2.651360702253677130e-12,2.225672867883755689e-12
1.081375263133884701e+01,2.651365203753627577e-12,2.225645759020365688e-12
1.081537971915740393e+01,2.651369705641552793e-12,2.225618643629636120e-12
1.081700705179519773e+01,2.651374208098230919e-12,2.225591522208571670e-12
1.081863462928908426e+01,2.651378709959904459e-12,2.225564393706591973e-12
1.082026245167588563e+01,2.651383212243449806e-12,2.225537259107231740e-12
1.082189051899247012e+01,2.651387714801985450e-12,2.225510118141465421e-12
1.082351883127567049e+01,2.651392216878501787e-12,2.225482970441935159e-12
1.082514738856235503e+01,2.651396719614163538e-12,2.225455816743717348e-12
1.082677619088940091e+01,2.651401222647414420e-12,2.225428656658749171e-12
1.082840523829365331e+01,2.651405724950074182e-12,2.225401489752396490e-12
1.083003453081201251e+01,2.651410228770582902e-12,2.225374317287636874e-12
1.083166406848133789e+01,2.651414731408552119e-12,2.225347137861992863e-12
1.083329385133853506e+01,2.651419234694371372e-12,2.225319952365789487e-12
1.083492387942047586e+01,2.651423737080116338e-12,2.225292759981408389e-12
1.083655415276408007e+01,2.651428240576961159e-12,2.225265561961447797e-12
1.083818467140622843e+01,2.651432743862954088e-12,2.225238357514168637e-12
1.083981543538385317e+01,2.651437247084978653e-12,2.225211146665569342e-12
1.084144644473384389e+01,2.651441749847577896e-12,2.225183929369191280e-12
1.084307769949314348e+01,2.651446253020756395e-12,2.225156705878749486e-12
1.084470919969865754e+01,2.651450756310747094e-12,2.225129476385846939e-12
1.084634094538733606e+01,2.651455259231701746e-12,2.225102240517975694e-12
1.084797293659609529e+01,2.651459762280766802e-12,2.225074998327008620e-12
1.084960517336189767e+01,2.651464265288460307e-12,2.225047750061476331e-12
1.085123765572167187e+01,2.651468767802829030e-12,2.225020495359228816e-12
1.085287038371239099e+01,2.651473270456606767e-12,2.224993234448095365e-12
1.085450335737099081e+01,2.651477772797839883e-12,2.224965967426520567e-12
1.085613657673446042e+01,2.651482275538355666e-12,2.224938694398122124e-12
1.085777004183974626e+01,2.651486777875935536e-12,2.224911415078383832e-12
1.085940375272383385e+01,2.651491279708888380e-12,2.224884129539875845e-12
1.086103770942371760e+01,2.651495781376179323e-12,2.224856837715440226e-12
1.086267191197635817e+01,2.651500283374960070e-12,2.224829540086469030e-12
1.086430636041877484e+01,2.651504784993400101e-12,2.224802236176976360e-12
1.086594105478794070e+01,2.651509286310590485e-12,2.224774926282051630e-12
1.086757599512087857e+01,2.651513787541210036e-12,2.224747610220686880e-12
1.086921118145458109e+01,2.651518288199404852e-12,2.224720287894676628e-12
1.087084661382607997e+01,2.651522788816223269e-12,2.224692959671552001e-12
1.087248229227237317e+01,2.651527289346470046e-12,2.224665625447928349e-12
1.087411821683051194e+01,2.651531789259092806e-12,2.224638285068677397e-12
1.087575438753750312e+01,2.651536289480606536e-12,2.224610938875446954e-12
1.087739080443040329e+01,2.651540788745525470e-12,2.224583586454372064e-12
1.087902746754623706e+01,2.651545287302425055e-12,2.224556227826269566e-12
1.088066437692207167e+01,2.651549786473286929e-12,2.224528863648434625e-12
1.088230153259493882e+01,2.651554285252500593e-12,2.224501493538053059e-12
1.088393893460191997e+01,2.651558783233299982e-12,2.224474117164064410e-12
1.088557658298005748e+01,2.651563281251811617e-12,2.224446735106136089e-12
1.088721447776644524e+01,2.651567779082054441e-12,2.224419347235012644e-12
1.088885261899813273e+01,2.651572275334245066e-12,2.224391952748762667e-12
1.089049100671221559e+01,2.651576772279490664e-12,2.224364553086005107e-12
1.089212964094579128e+01,2.651581268674895011e-12,2.224337147294747168e-12
1.089376852173593058e+01,2.651585764769036383e-12,2.224309735928764459e-12
1.089540764911975224e+01,2.651590260064754592e-12,2.224282318372415290e-12
1.089704702313433771e+01,2.651594755070506416e-12,2.224254895163946649e-12
1.089868664381681995e+01,2.651599249469916271e-12,2.224227465998182610e-12
1.090032651120429108e+01,2.651603743364674866e-12,2.224200030942502445e-12
1.090196662533389294e+01,2.651608236811276861e-12,2.224172590281600073e-12
1.090360698624272828e+01,2.651612729900113143e-12,2.224145143932794993e-12
1.090524759396795496e+01,2.651617222167918949e-12,2.224117691575398816e-12
1.090688844854668460e+01,2.651621715128778112e-12,2.224090234161563473e-12
1.090852955001608215e+01,2.651626205890106673e-12,2.224062770165029661e-12
1.091017089841327348e+01,2.651630696271065842e-12,2.224035300543123636e-12
1.091181249377543772e+01,2.651635187288581690e-12,2.224007825818528223e-12
1.091345433613970961e+01,2.651639677055690045e-12,2.223980345153155175e-12
1.091509642554327542e+01,2.651644166419827753e-12,2.223952858945512079e-12
1.091673876202328586e+01,2.651648654770836827e-12,2.223925366859399696e-12
1.091838134561693963e+01,2.651653142481588720e-12,2.223897869158799310e-12
1.092002417636139455e+01,2.651657629936255916e-12,2.223870366076641426e-12
1.092166725429386176e+01,2.651662116389087433e-12,2.223842857209470316e-12
1.092331057945151152e+01,2.651666602416343007e-12,2.223815342779870267e-12
1.092495415187155317e+01,2.651671088176210832e-12,2.223787823144937329e-12
1.092659797159120316e+01,2.651675573047230275e-12,2.223760297771876312e-12
1.092824203864764776e+01,2.651680056362741828e-12,2.223732766484891545e-12
1.092988635307812650e+01,2.651684540054920250e-12,2.223705230422303103e-12
1.093153091491983631e+01,2.651689022926040328e-12,2.223677688621906469e-12
1.093317572421002559e+01,2.651693504727515303e-12,2.223650141290755288e-12
1.093482078098590726e+01,2.651697985945212812e-12,2.223622588641072683e-12
1.093646608528474040e+01,2.651702466014165668e-12,2.223595030357373665e-12
1.093811163714374501e+01,2.651706945465439577e-12,2.223567466719136633e-12
1.093975743660019262e+01,2.651711424265134674e-12,2.223539897767851479e-12
1.094140348369131566e+01,2.651715902842624744e-12,2.223512323617436484e-12
1.094304977845439630e+01,2.651720379853285292e-12,2.223484743942066093e-12
1.094469632092668121e+01,2.651724856144564875e-12,2.223457158969475487e-12
1.094634311114545966e+01,2.651729332304029916e-12,2.223429568994646645e-12
1.094799014914799073e+01,2.651733807472926382e-12,2.223401973593464920e-12
1.094963743497157616e+01,2.651738280984586282e-12,2.223374372584968399e-12
1.095128496865348211e+01,2.651742754500019790e-12,2.223346766853891773e-12
1.095293275023102808e+01,2.651747226787589304e-12,2.223319155577783657e-12
1.095458077974148736e+01,2.651751698141077228e-12,2.223291539149913100e-12
1.095622905722219009e+01,2.651756168447486571e-12,2.223263917575552568e-12
1.095787758271042200e+01,2.651760637966702699e-12,2.223236290834108175e-12
1.095952635624351323e+01,2.651765106664824131e-12,2.223208658956718340e-12
1.096117537785879748e+01,2.651769574541850060e-12,2.223181022119366145e-12
1.096282464759357644e+01,2.651774041722071641e-12,2.223153380135918180e-12
1.096447416548520870e+01,2.651778507810005263e-12,2.223125733203047540e-12
1.096612393157101017e+01,2.651782972105079434e-12,2.223098080725958859e-12
1.096777394588834831e+01,2.651787436064926140e-12,2.223070423511735653e-12
1.096942420847454791e+01,2.651791899576549199e-12,2.223042761612199495e-12
1.097107471936699064e+01,2.651796360933718960e-12,2.223015094054941413e-12
1.097272547860301195e+01,2.651800822452835175e-12,2.222987422241908550e-12
1.097437648622000417e+01,2.651805281986983684e-12,2.222959744993784499e-12
1.097602774225531697e+01,2.651809741016402174e-12,2.222932063112453815e-12
1.097767924674634976e+01,2.651814198580626113e-12,2.222904376075559212e-12
1.097933099973046289e+01,2.651818655538419226e-12,2.222876684338398995e-12
1.098098300124507176e+01,2.651823111290902347e-12,2.222848987725192435e-12
1.098263525132754737e+01,2.651827565951067619e-12,2.222821286267070687e-12
1.098428775001531044e+01,2.651832019631909207e-12,2.222793580196894380e-12
1.098594049734574796e+01,2.651836472288225810e-12,2.222765869173363061e-12
1.098759349335629310e+01,2.651840923761819944e-12,2.222738153455199678e-12
1.098924673808434171e+01,2.651845373397310513e-12,2.222710432721799449e-12
1.099090023156732698e+01,2.651849823285125903e-12,2.222682707857754084e-12
1.099255397384269095e+01,2.651854270781148552e-12,2.222654977688998240e-12
1.099420796494784369e+01,2.651858717343029027e-12,2.222627243120806780e-12
1.099586220492024680e+01,2.651863163275856014e-12,2.222599503977404226e-12
1.099751669379732633e+01,2.651867607754750707e-12,2.222571760207156819e-12
1.099917143161655453e+01,2.651872051209098202e-12,2.222544011841187228e-12
1.100082641841536812e+01,2.651876493130409006e-12,2.222516258827862905e-12
1.100248165423124824e+01,2.651880934592152318e-12,2.222488501482781122e-12
1.100413713910164404e+01,2.651885373639474975e-12,2.222460739288803747e-12
1.100579287306404908e+01,2.651889811922131760e-12,2.222432972690833992e-12
1.100744885615592317e+01,2.651894249112427480e-12,2.222405201725162387e-12
1.100910508841477409e+01,2.651898684814869232e-12,2.222377426143611726e-12
1.101076156987806698e+01,2.651903119933433350e-12,2.222349646577267905e-12
1.101241830058332383e+01,2.651907553191244987e-12,2.222321862426249286e-12
1.101407528056802221e+01,2.651911985718276480e-12,2.222294073959590709e-12
1.101573250986969477e+01,2.651916415955156261e-12,2.222266280696380754e-12
1.101738998852582974e+01,2.651920845438650200e-12,2.222238483572838030e-12
1.101904771657397042e+01,2.651925272959677926e-12,2.222210681621887427e-12
1.102070569405161926e+01,2.651929699682114469e-12,2.222182875924549396e-12
1.102236392099632845e+01,2.651934125764156102e-12,2.222155066015429425e-12
1.102402239744560930e+01,2.651938549454327043e-12,2.222127251651533515e-12
1.102568112343701934e+01,2.651942972006903709e-12,2.222099433076023687e-12
1.102734009900811252e+01,2.651947393048987588e-12,2.222071610418276562e-12
1.102899932419642148e+01,2.651951813394165743e-12,2.222043783750776264e-12
1.103065879903952684e+01,2.651956232217545232e-12,2.222015953078773047e-12
1.103231852357497189e+01,2.651960648434334420e-12,2.221988117673139515e-12
1.103397849784034612e+01,2.651965064338403696e-12,2.221960278888937661e-12
1.103563872187320527e+01,2.651969478291266998e-12,2.221932435619510494e-12
1.103729919571115126e+01,2.651973891479410306e-12,2.221904588780313905e-12
1.103895991939175047e+01,2.651978302580740910e-12,2.221876737730147612e-12
1.104062089295261373e+01,2.651982712228049556e-12,2.221848882588038382e-12
1.104228211643132163e+01,2.651987120703831348e-12,2.221821023871214012e-12
1.104394358986549740e+01,2.651991527296186297e-12,2.221793160948829329e-12
1.104560531329272877e+01,2.651995932649207796e-12,2.221765294167451199e-12
1.104726728675065495e+01,2.652000336898491264e-12,2.221737423904665760e-12
1.104892951027687076e+01,2.652004738880137844e-12,2.221709549467582022e-12
1.105059198390902786e+01,2.652009139814539032e-12,2.221681671502695757e-12
1.105225470768473528e+01,2.652013539046293540e-12,2.221653789668771939e-12
1.105391768164165356e+01,2.652017936134696256e-12,2.221625903888318527e-12
1.105558090581740238e+01,2.652022332503543928e-12,2.221598014590623276e-12
1.105724438024964229e+01,2.652026726909832087e-12,2.221570121765414284e-12
1.105890810497604093e+01,2.652031119862057091e-12,2.221542225107662641e-12
1.106057208003423575e+01,2.652035510874314145e-12,2.221514324912198055e-12
1.106223630546191394e+01,2.652039901257403408e-12,2.221486421447987106e-12
1.106390078129672538e+01,2.652044289045113737e-12,2.221458513970462231e-12
1.106556550757637147e+01,2.652048675582146366e-12,2.221430603213987753e-12
1.106723048433851098e+01,2.652053060145293813e-12,2.221402688759779253e-12
1.106889571162085595e+01,2.652057443502956380e-12,2.221374771037098233e-12
1.107056118946107759e+01,2.652061824694623087e-12,2.221346849611652657e-12
1.107222691789690039e+01,2.652066204511296300e-12,2.221318925088510199e-12
1.107389289696600443e+01,2.652070582647869157e-12,2.221290997048892095e-12
1.107555912670612663e+01,2.652074958810534618e-12,2.221263065492868622e-12
1.107722560715496130e+01,2.652079333982398860e-12,2.221235131041004570e-12
1.107889233835025244e+01,2.652083706796142428e-12,2.221207193072866820e-12
1.108055932032970681e+01,2.652088077952368722e-12,2.221179251847060788e-12
1.108222655313108085e+01,2.652092447744878319e-12,2.221151307451553984e-12
1.108389403679209018e+01,2.652096814862848040e-12,2.221123359457243636e-12
1.108556177135050724e+01,2.652101181317702445e-12,2.221095408856962968e-12
1.108722975684405654e+01,2.652105545674316695e-12,2.221067454947562415e-12
1.108889799331051940e+01,2.652109908056987601e-12,2.221039497837690213e-12
1.109056648078763452e+01,2.652114268816016460e-12,2.221011537873835678e-12
1.109223521931318324e+01,2.652118627872297664e-12,2.220983574725143935e-12
1.109390420892495044e+01,2.652122984502613227e-12,2.220955608360655486e-12
1.109557344966069259e+01,2.652127339610975432e-12,2.220927639069978865e-12
1.109724294155821589e+01,2.652131693751092841e-12,2.220899667349532300e-12
1.109891268465529102e+01,2.652136044730713477e-12,2.220871692056711582e-12
1.110058267898973661e+01,2.652140394538675589e-12,2.220843714256678558e-12
1.110225292459933399e+01,2.652144743028073433e-12,2.220815733768522609e-12
1.110392342152191070e+01,2.652149088232654671e-12,2.220787749832267507e-12
1.110559416979525871e+01,2.652153432491570962e-12,2.220759763466519939e-12
1.110726516945722153e+01,2.652157774912096922e-12,2.220731774469690980e-12
1.110893642054560004e+01,2.652162114691905321e-12,2.220703782355836254e-12
1.111060792309825018e+01,2.652166453469536345e-12,2.220675788045304457e-12
1.111227967715298171e+01,2.652170789990650970e-12,2.220647790917727093e-12
1.111395168274766299e+01,2.652175125001066012e-12,2.220619791133432605e-12
1.111562393992011799e+01,2.652179457415944600e-12,2.220591788599414470e-12
1.111729644870822398e+01,2.652183787935901847e-12,2.220563783672458951e-12
1.111896920914981557e+01,2.652188116764340576e-12,2.220535776176834595e-12
1.112064222128278068e+01,2.652192442748617723e-12,2.220507765859266616e-12
1.112231548514496993e+01,2.652196768058400167e-12,2.220479753681416292e-12
1.112398900077427832e+01,2.652201090411007074e-12,2.220451738578324933e-12
1.112566276820856892e+01,2.652205411173779711e-12,2.220423721294511234e-12
1.112733678748573851e+01,2.652209730177207846e-12,2.220395701700773865e-12
1.112901105864369278e+01,2.652214047161377843e-12,2.220367679760970928e-12
1.113068558172030897e+01,2.652218361843773998e-12,2.220339655495830003e-12
1.113236035675351232e+01,2.652222673512462799e-12,2.220311628465971167e-12
1.113403538378119251e+01,2.652226984517930060e-12,2.220283599932855355e-12
1.113571066284128896e+01,2.652231293662326164e-12,2.220255569245136804e-12
1.113738619397169849e+01,2.652235599510486691e-12,2.220227535829031664e-12
1.113906197721037472e+01,2.652239904288597816e-12,2.220199500739191986e-12
1.114073801259522511e+01,2.652244206572795744e-12,2.220171463422509398e-12
1.114241430016421397e+01,2.652248506385674866e-12,2.220143423729113555e-12
1.114409083995526295e+01,2.652252804744275151e-12,2.220115382398290667e-12
1.114576763200634346e+01,2.652257100721950750e-12,2.220087339037195375e-12
1.114744467635539138e+01,2.652261394352597488e-12,2.220059293526973376e-12
1.114912197304039054e+01,2.652265686551552510e-12,2.220031246456979143e-12
1.115079952209928393e+01,2.652269975781939278e-12,2.220003197201753467e-12
1.115247732357007138e+01,2.652274263072100006e-12,2.219975146045653414e-12
1.115415537749070651e+01,2.652278547845701854e-12,2.219947092906010602e-12
1.115583368389919805e+01,2.652282831040685644e-12,2.219919038392838423e-12
1.115751224283351206e+01,2.652287112487538724e-12,2.219890982252874205e-12
1.115919105433165726e+01,2.652291390310360463e-12,2.219862923829663699e-12
1.116087011843164767e+01,2.652295667277786976e-12,2.219834864338008067e-12
1.116254943517146714e+01,2.652299941468713909e-12,2.219806802852655713e-12
1.116422900458915279e+01,2.652304213753281547e-12,2.219778740035292560e-12
1.116590882672270091e+01,2.652308483159631834e-12,2.219750675219137930e-12
1.116758890161015749e+01,2.652312750851723003e-12,2.219722609184757091e-12
1.116926922928953125e+01,2.652317016547034505e-12,2.219694541746092568e-12
1.117094980979888241e+01,2.652321279081595182e-12,2.219666472556853355e-12
1.117263064317622856e+01,2.652325539325547744e-12,2.219638401782481633e-12
1.117431172945964057e+01,2.652329798352449842e-12,2.219610330131151848e-12
1.117599306868714848e+01,2.652334054308988368e-12,2.219582256863734097e-12
1.117767466089683559e+01,2.652338308121811193e-12,2.219554182290393240e-12
1.117935650612674259e+01,2.652342560186438280e-12,2.219526106726455133e-12
1.118103860441496522e+01,2.652346809632710764e-12,2.219498029748101590e-12
1.118272095579955483e+01,2.652351056144202576e-12,2.219469951298507161e-12
1.118440356031861604e+01,2.652355300478054992e-12,2.219441871734344210e-12
1.118608641801021442e+01,2.652359542837675682e-12,2.219413791262384060e-12
1.118776952891246879e+01,2.652363782578917939e-12,2.219385709593203566e-12
1.118945289306345181e+01,2.652368020402421918e-12,2.219357627109305502e-12
1.119113651050129299e+01,2.652372255890055089e-12,2.219329543562617272e-12
1.119282038126408096e+01,2.652376488092547727e-12,2.219301458575858487e-12
1.119450450538994168e+01,2.652380718603300512e-12,2.219273372991527544e-12
1.119618888291700998e+01,2.652384946563449956e-12,2.219245286422003489e-12
1.119787351388339047e+01,2.652389172029494353e-12,2.219217199027529544e-12
1.119955839832724109e+01,2.652393395826386421e-12,2.219189110989019963e-12
1.120124353628667713e+01,2.652397616191195056e-12,2.219161021882682411e-12
1.120292892779986538e+01,2.652401834525213895e-12,2.219132932132345575e-12
1.120461457290493712e+01,2.652406050353803632e-12,2.219104841562302235e-12
1.120630047164006982e+01,2.652410264027283740e-12,2.219076750508509699e-12
1.120798662404340185e+01,2.652414474720687363e-12,2.219048658624708061e-12
1.120967303015312488e+01,2.652418683179864439e-12,2.219020566252018448e-12
1.121135969000739152e+01,2.652422889167490871e-12,2.218992473204398729e-12
1.121304660364440409e+01,2.652427092615755622e-12,2.218964379688591957e-12
1.121473377110232228e+01,2.652431293739369818e-12,2.218936285859653298e-12
1.121642119241936442e+01,2.652435492527026771e-12,2.218908191459187766e-12
1.121810886763369908e+01,2.652439688718799920e-12,2.218880096792125316e-12
1.121979679678355701e+01,2.652443882235577192e-12,2.218852001594904716e-12
1.122148497990711924e+01,2.652448072919139293e-12,2.218823905903715522e-12
1.122317341704262539e+01,2.652452260667770876e-12,2.218795809842601708e-12
1.122486210822827246e+01,2.652456446781072851e-12,2.218767713871518910e-12
1.122655105350229654e+01,2.652460630513178721e-12,2.218739617840599611e-12
1.122824025290293903e+01,2.652464810790492869e-12,2.218711521067690821e-12
1.122992970646841648e+01,2.652468990020111685e-12,2.218683425066983809e-12
1.123161941423699517e+01,2.652473165003857654e-12,2.218655328102088338e-12
1.123330937624689874e+01,2.652477337708091360e-12,2.218627231222081065e-12
1.123499959253640412e+01,2.652481508370128820e-12,2.218599134566492981e-12
1.123669006314374919e+01,2.652485675905068540e-12,2.218571037711572141e-12
1.123838078810722507e+01,2.652489841341295142e-12,2.218542941153421329e-12
1.124007176746507675e+01,2.652494003865130282e-12,2.218514844623321149e-12
1.124176300125560779e+01,2.652498163623480915e-12,2.218486748224626768e-12
1.124345448951707560e+01,2.652502321203994242e-12,2.218458652127868658e-12
1.124514623228779264e+01,2.652506475544366388e-12,2.218430555888636362e-12
1.124683822960603230e+01,2.652510627831201272e-12,2.218402460385411442e-12
1.124853048151011592e+01,2.652514776821376487e-12,2.218374364760383369e-12
1.125022298803832754e+01,2.652518923407669118e-12,2.218346269654320254e-12
1.125191574922900273e+01,2.652523067567471043e-12,2.218318175134390939e-12
1.125360876512043617e+01,2.652527208780927116e-12,2.218290080766529167e-12
1.125530203575097232e+01,2.652531347296654386e-12,2.218261986922783652e-12
1.125699556115892008e+01,2.652535482775613411e-12,2.218233893458463219e-12
1.125868934138263633e+01,2.652539615986272349e-12,2.218205800812782192e-12
1.126038337646043885e+01,2.652543746646098532e-12,2.218177708722199134e-12
1.126207766643068453e+01,2.652547873884898361e-12,2.218149617088529966e-12
1.126377221133173911e+01,2.652551998798874362e-12,2.218121526237301360e-12
1.126546701120193639e+01,2.652556120935975563e-12,2.218093436003153126e-12
1.126716206607966342e+01,2.652560240804747595e-12,2.218065346773610092e-12
1.126885737600326642e+01,2.652564357275067871e-12,2.218037258042283434e-12
1.127055294101114491e+01,2.652568471443143362e-12,2.218009170455046921e-12
1.127224876114165752e+01,2.652572581918922494e-12,2.217981083319503126e-12
1.127394483643321266e+01,2.652576690205455448e-12,2.217952997235016295e-12
1.127564116692417961e+01,2.652580796178424005e-12,2.217924912392746737e-12
1.127733775265298277e+01,2.652584897995725213e-12,2.217896828095140877e-12
1.127903459365800032e+01,2.652588998279232830e-12,2.217868745277397081e-12
1.128073168997766729e+01,2.652593095311156063e-12,2.217840663309135057e-12
1.128242904165037430e+01,2.652597190006887389e-12,2.217812582717357715e-12
1.128412664871456883e+01,2.652601280592126819e-12,2.217784502840693360e-12
1.128582451120865393e+01,2.652605369123692469e-12,2.217756424454144796e-12
1.128752262917108418e+01,2.652609455036516179e-12,2.217728347335517899e-12
1.128922100264027861e+01,2.652613537437792187e-12,2.217700271288458251e-12
1.129091963165470247e+01,2.652617617966197194e-12,2.217672197067279443e-12
1.129261851625278368e+01,2.652621694440578710e-12,2.217644123705793323e-12
1.129431765647300345e+01,2.652625768646532103e-12,2.217616052025473442e-12
1.129601705235379860e+01,2.652629839725153091e-12,2.217587981643966063e-12
1.129771670393365035e+01,2.652633908704853762e-12,2.217559913129567693e-12
1.129941661125104346e+01,2.652637973845225912e-12,2.217531845784770398e-12
1.130111677434443251e+01,2.652642036050367046e-12,2.217503780012538363e-12
1.130281719325232714e+01,2.652646095941844020e-12,2.217475716164162027e-12
1.130451786801319614e+01,2.652650152909378893e-12,2.217447653872794463e-12
1.130621879866555801e+01,2.652654206207075279e-12,2.217419593200405958e-12
1.130791998524789399e+01,2.652658257338006382e-12,2.217391534394952787e-12
1.130962142779873503e+01,2.652662305115523048e-12,2.217363477420238527e-12
1.131132312635656945e+01,2.652666349607425815e-12,2.217335422033417410e-12
1.131302508095994419e+01,2.652670391310968168e-12,2.217307368611597765e-12
1.131472729164736002e+01,2.652674430180938305e-12,2.217279317149579422e-12
1.131642975845737276e+01,2.652678466612879212e-12,2.217251268019291138e-12
1.131813248142849559e+01,2.652682499284519255e-12,2.217223220430275806e-12
1.131983546059929502e+01,2.652686529597226792e-12,2.217195175384728574e-12
1.132153869600829843e+01,2.652690556703388879e-12,2.217167132190353393e-12
1.132324218769408120e+01,2.652694580049227482e-12,2.217139090857450033e-12
1.132494593569518315e+01,2.652698601171731423e-12,2.217111052057566367e-12
1.132664994005019210e+01,2.652702619076367072e-12,2.217083015460035330e-12
1.132835420079765676e+01,2.652706633367576094e-12,2.217054980853015887e-12
1.133005871797616848e+01,2.652710645593651977e-12,2.217026948980363127e-12
1.133176349162432217e+01,2.652714654262794276e-12,2.216998919253119608e-12
1.133346852178068431e+01,2.652718659872260921e-12,2.216970891976031916e-12
1.133517380848387290e+01,2.652722661969984378e-12,2.216942866875269744e-12
1.133687935177246686e+01,2.652726661720012544e-12,2.216914844617179178e-12
1.133858515168509484e+01,2.652730658489455316e-12,2.216886825026074812e-12
1.134029120826034820e+01,2.652734651826244353e-12,2.216858807745476131e-12
1.134199752153686802e+01,2.652738641594753942e-12,2.216830793028460015e-12
1.134370409155325632e+01,2.652742628721702231e-12,2.216802781066109627e-12
1.134541091834816484e+01,2.652746612359466986e-12,2.216774771713740254e-12
1.134711800196020803e+01,2.652750593898132498e-12,2.216746765570510559e-12
1.134882534242805008e+01,2.652754571167792377e-12,2.216718761660077617e-12
1.135053293979031608e+01,2.652758546462657499e-12,2.216690761165302435e-12
